ID,Organisation,Country,Latitude,Longitude
1322,Boeing,USA,37.09024,-95.712891
1323,CASC,China,35.86166,104.195397
1324,Arianespace,France,46.227638,2.213749
1325,Lockheed,USA,37.09024,-95.712891
1326,ILS,USA,37.09024,-95.712891
1327,Arianespace,France,46.227638,2.213749
1328,Northrop,USA,37.09024,-95.712891
1329,MHI,Japan,36.204824,138.252924
1330,Boeing,USA,37.09024,-95.712891
1331,Boeing,USA,37.09024,-95.712891
1332,Northrop,USA,37.09024,-95.712891
1333,Arianespace,France,46.227638,2.213749
1334,Lockheed,USA,37.09024,-95.712891
1335,IAI,Israel,31.046051,34.851612
1336,NASA,USA,37.09024,-95.712891
1337,Boeing,USA,37.09024,-95.712891
1338,Lockheed,USA,37.09024,-95.712891
1339,ILS,Kazakhstan,48.019573,66.923684
1340,MITT,Russia,61.52401,105.318756
1341,Northrop,USA,37.09024,-95.712891
1342,Arianespace,France,46.227638,2.213749
1343,Boeing,USA,37.09024,-95.712891
1344,Arianespace,France,46.227638,2.213749
1345,VKS RF,Kazakhstan,48.019573,66.923684
1346,ILS,USA,37.09024,-95.712891
1347,CASC,China,35.86166,104.195397
1348,Arianespace,France,46.227638,2.213749
1349,MHI,Japan,36.204824,138.252924
1350,NASA,USA,37.09024,-95.712891
1351,Boeing,USA,37.09024,-95.712891
1352,Lockheed,USA,37.09024,-95.712891
1353,Boeing,USA,37.09024,-95.712891
1354,AEB,Brazil,-14.235004,-51.92528
1355,ESA,France,46.227638,2.213749
1356,Lockheed,USA,37.09024,-95.712891
1357,Lockheed,USA,37.09024,-95.712891
1358,Northrop,USA,37.09024,-95.712891
1359,CASC,China,35.86166,104.195397
1360,Lockheed,USA,37.09024,-95.712891
1361,ILS,USA,37.09024,-95.712891
1362,ISRO,India,20.593684,78.96288
1363,Boeing,USA,37.09024,-95.712891
1364,NASA,USA,37.09024,-95.712891
1365,VKS RF,Russia,61.52401,105.318756
1366,Arianespace,France,46.227638,2.213749
1367,VKS RF,Russia,61.52401,105.318756
1368,ILS,USA,37.09024,-95.712891
1369,Arianespace,France,46.227638,2.213749
1370,CASC,China,35.86166,104.195397
1371,Northrop,USA,37.09024,-95.712891
1372,Boeing,USA,37.09024,-95.712891
1373,Lockheed,USA,37.09024,-95.712891
1374,Boeing,USA,37.09024,-95.712891
1375,CASC,China,35.86166,104.195397
1376,Arianespace,France,46.227638,2.213749
1377,NASA,USA,37.09024,-95.712891
1378,Northrop,Gran Canaria,,
1379,ILS,USA,37.09024,-95.712891
1380,Boeing,USA,37.09024,-95.712891
1381,Boeing,USA,37.09024,-95.712891
1382,NASA,USA,37.09024,-95.712891
1383,Arianespace,France,46.227638,2.213749
1384,CASC,China,35.86166,104.195397
1385,Arianespace,France,46.227638,2.213749
1386,Boeing,USA,37.09024,-95.712891
1387,VKS RF,Kazakhstan,48.019573,66.923684
1388,NASA,USA,37.09024,-95.712891
1389,VKS RF,Russia,61.52401,105.318756
1390,CASC,China,35.86166,104.195397
1391,Boeing,USA,37.09024,-95.712891
1392,Lockheed,USA,37.09024,-95.712891
1393,Northrop,Gran Canaria,,
1394,VKS RF,Russia,61.52401,105.318756
1395,Arianespace,France,46.227638,2.213749
1396,NASA,USA,37.09024,-95.712891
1397,Lockheed,USA,37.09024,-95.712891
1398,ILS,USA,37.09024,-95.712891
1399,MITT,Russia,61.52401,105.318756
1400,Arianespace,France,46.227638,2.213749
1401,Lockheed,USA,37.09024,-95.712891
1402,ILS,USA,37.09024,-95.712891
1403,VKS RF,Russia,61.52401,105.318756
1404,ISAS,Japan,36.204824,138.252924
1405,NASA,USA,37.09024,-95.712891
1406,Arianespace,France,46.227638,2.213749
1407,Boeing,USA,37.09024,-95.712891
1408,NASA,USA,37.09024,-95.712891
1409,Lockheed,USA,37.09024,-95.712891
1410,VKS RF,Russia,61.52401,105.318756
1411,ILS,USA,37.09024,-95.712891
1412,VKS RF,Kazakhstan,48.019573,66.923684
1413,NASA,USA,37.09024,-95.712891
1414,Boeing,USA,37.09024,-95.712891
1415,ILS,USA,37.09024,-95.712891
1416,Arianespace,France,46.227638,2.213749
1417,Boeing,USA,37.09024,-95.712891
1418,Northrop,USA,37.09024,-95.712891
1419,VKS RF,Russia,61.52401,105.318756
1420,CASC,China,35.86166,104.195397
1421,NASA,USA,37.09024,-95.712891
1422,Boeing,USA,37.09024,-95.712891
1423,Arianespace,France,46.227638,2.213749
1424,ILS,USA,37.09024,-95.712891
1425,VKS RF,Russia,61.52401,105.318756
1426,VKS RF,Kazakhstan,48.019573,66.923684
1427,RVSN USSR,Russia,61.52401,105.318756
1428,Northrop,USA,37.09024,-95.712891
1429,CASC,China,35.86166,104.195397
1430,MHI,Japan,36.204824,138.252924
1431,VKS RF,Russia,61.52401,105.318756
1432,Arianespace,France,46.227638,2.213749
1433,Lockheed,USA,37.09024,-95.712891
1434,Boeing,USA,37.09024,-95.712891
1435,Arianespace,France,46.227638,2.213749
1436,CASC,China,35.86166,104.195397
1437,Lockheed,USA,37.09024,-95.712891
1438,Northrop,USA,37.09024,-95.712891
1439,NASA,USA,37.09024,-95.712891
1440,Arianespace,France,46.227638,2.213749
1441,ESA,France,46.227638,2.213749
1442,Boeing,USA,37.09024,-95.712891
1443,NASA,USA,37.09024,-95.712891
1444,Northrop,USA,37.09024,-95.712891
1445,Arianespace,France,46.227638,2.213749
1446,Lockheed,USA,37.09024,-95.712891
1447,Lockheed,USA,37.09024,-95.712891
1448,Lockheed,USA,37.09024,-95.712891
1449,VKS RF,Russia,61.52401,105.318756
1450,Boeing,USA,37.09024,-95.712891
1451,Arianespace,France,46.227638,2.213749
1452,ILS,USA,37.09024,-95.712891
1453,Boeing,USA,37.09024,-95.712891
1454,NASA,USA,37.09024,-95.712891
1455,ISRO,India,20.593684,78.96288
1456,Arianespace,France,46.227638,2.213749
1457,Northrop,USA,37.09024,-95.712891
1458,Boeing,USA,37.09024,-95.712891
1459,NASA,USA,37.09024,-95.712891
1460,VKS RF,Russia,61.52401,105.318756
1461,Boeing,USA,37.09024,-95.712891
1462,CASC,China,35.86166,104.195397
1463,Arianespace,France,46.227638,2.213749
1464,ILS,USA,37.09024,-95.712891
1465,VKS RF,Russia,61.52401,105.318756
1466,Boeing,USA,37.09024,-95.712891
1467,Arianespace,France,46.227638,2.213749
1468,NASA,USA,37.09024,-95.712891
1469,Boeing,USA,37.09024,-95.712891
1470,CASC,China,35.86166,104.195397
1471,VKS RF,Kazakhstan,48.019573,66.923684
1472,VKS RF,Kazakhstan,48.019573,66.923684
1473,Lockheed,USA,37.09024,-95.712891
1474,Arianespace,France,46.227638,2.213749
1475,Lockheed,USA,37.09024,-95.712891
1476,Lockheed,USA,37.09024,-95.712891
1477,CASC,China,35.86166,104.195397
1478,Arianespace,France,46.227638,2.213749
1479,NASA,USA,37.09024,-95.712891
1480,Lockheed,USA,37.09024,-95.712891
1481,Boeing,USA,37.09024,-95.712891
1482,VKS RF,Kazakhstan,48.019573,66.923684
1483,EER,USA,37.09024,-95.712891
1484,Lockheed,USA,37.09024,-95.712891
1485,NASA,USA,37.09024,-95.712891
1486,Arianespace,France,46.227638,2.213749
1487,VKS RF,Russia,61.52401,105.318756
1488,Arianespace,France,46.227638,2.213749
1489,NASA,USA,37.09024,-95.712891
1490,Boeing,USA,37.09024,-95.712891
1491,VKS RF,Russia,61.52401,105.318756
1492,Arianespace,France,46.227638,2.213749
1493,ILS,USA,37.09024,-95.712891
1494,Lockheed,USA,37.09024,-95.712891
1495,VKS RF,Russia,61.52401,105.318756
1496,Arianespace,France,46.227638,2.213749
1497,RVSN USSR,Russia,61.52401,105.318756
1498,Lockheed,USA,37.09024,-95.712891
1499,NASA,USA,37.09024,-95.712891
1500,Lockheed,USA,37.09024,-95.712891
1501,Arianespace,France,46.227638,2.213749
1502,VKS RF,Russia,61.52401,105.318756
1503,NASA,USA,37.09024,-95.712891
1504,Northrop,USA,37.09024,-95.712891
1505,Arianespace,France,46.227638,2.213749
1506,VKS RF,Kazakhstan,48.019573,66.923684
1507,Lockheed,USA,37.09024,-95.712891
1508,VKS RF,Russia,61.52401,105.318756
1509,Lockheed,USA,37.09024,-95.712891
1510,Arianespace,France,46.227638,2.213749
1511,Lockheed,USA,37.09024,-95.712891
1512,Arianespace,France,46.227638,2.213749
1513,ILS,USA,37.09024,-95.712891
1514,IAI,Israel,31.046051,34.851612
1515,Northrop,USA,37.09024,-95.712891
1516,Arianespace,France,46.227638,2.213749
1517,MITT,Russia,61.52401,105.318756
1518,General Dynamics,USA,37.09024,-95.712891
1519,ILS,USA,37.09024,-95.712891
1520,VKS RF,Russia,61.52401,105.318756
1521,MHI,Japan,36.204824,138.252924
1522,VKS RF,Russia,61.52401,105.318756
1523,NASA,USA,37.09024,-95.712891
1524,NASA,USA,37.09024,-95.712891
1525,Lockheed,USA,37.09024,-95.712891
1526,CASC,China,35.86166,104.195397
1527,VKS RF,Russia,61.52401,105.318756
1528,ISAS,Japan,36.204824,138.252924
1529,ILS,USA,37.09024,-95.712891
1530,General Dynamics,USA,37.09024,-95.712891
1531,VKS RF,Kazakhstan,48.019573,66.923684
1532,VKS RF,Russia,61.52401,105.318756
1533,Martin Marietta,USA,37.09024,-95.712891
1534,VKS RF,Russia,61.52401,105.318756
1535,VKS RF,Russia,61.52401,105.318756
1536,Arianespace,France,46.227638,2.213749
1537,CASC,China,35.86166,104.195397
1538,Lockheed,USA,37.09024,-95.712891
1539,VKS RF,Russia,61.52401,105.318756
1540,VKS RF,Kazakhstan,48.019573,66.923684
1541,VKS RF,Kazakhstan,48.019573,66.923684
1542,NASA,USA,37.09024,-95.712891
1543,VKS RF,Kazakhstan,48.019573,66.923684
1544,Boeing,USA,37.09024,-95.712891
1545,Arianespace,France,46.227638,2.213749
1546,ISRO,India,20.593684,78.96288
1547,VKS RF,Russia,61.52401,105.318756
1548,Arianespace,France,46.227638,2.213749
1549,Lockheed,USA,37.09024,-95.712891
1550,NASA,USA,37.09024,-95.712891
1551,VKS RF,Russia,61.52401,105.318756
1552,NASA,USA,37.09024,-95.712891
1553,Arianespace,France,46.227638,2.213749
1554,Northrop,USA,37.09024,-95.712891
1555,General Dynamics,USA,37.09024,-95.712891
1556,MHI,Japan,36.204824,138.252924
1557,CASC,China,35.86166,104.195397
1558,Martin Marietta,USA,37.09024,-95.712891
1559,VKS RF,Kazakhstan,48.019573,66.923684
1560,VKS RF,Russia,61.52401,105.318756
1561,Arianespace,France,46.227638,2.213749
1562,VKS RF,Russia,61.52401,105.318756
1563,Lockheed,USA,37.09024,-95.712891
1564,VKS RF,Russia,61.52401,105.318756
1565,CASC,China,35.86166,104.195397
1566,VKS RF,Russia,61.52401,105.318756
1567,Arianespace,France,46.227638,2.213749
1568,NASA,USA,37.09024,-95.712891
1569,CASC,China,35.86166,104.195397
1570,Northrop,USA,37.09024,-95.712891
1571,Lockheed,USA,37.09024,-95.712891
1572,Arianespace,France,46.227638,2.213749
1573,VKS RF,Russia,61.52401,105.318756
1574,Northrop,USA,37.09024,-95.712891
1575,ISRO,India,20.593684,78.96288
1576,Martin Marietta,USA,37.09024,-95.712891
1577,VKS RF,Russia,61.52401,105.318756
1578,VKS RF,Kazakhstan,48.019573,66.923684
1579,Lockheed,USA,37.09024,-95.712891
1580,NASA,USA,37.09024,-95.712891
1581,Boeing,USA,37.09024,-95.712891
1582,Northrop,USA,37.09024,-95.712891
1583,Boeing,USA,37.09024,-95.712891
1584,NASA,USA,37.09024,-95.712891
1585,VKS RF,Russia,61.52401,105.318756
1586,VKS RF,Russia,61.52401,105.318756
1587,CASC,China,35.86166,104.195397
1588,Martin Marietta,USA,37.09024,-95.712891
1589,MHI,Japan,36.204824,138.252924
1590,NASA,USA,37.09024,-95.712891
1591,Martin Marietta,USA,37.09024,-95.712891
1592,VKS RF,Russia,61.52401,105.318756
1593,Arianespace,France,46.227638,2.213749
1594,VKS RF,Russia,61.52401,105.318756
1595,Arianespace,France,46.227638,2.213749
1596,General Dynamics,USA,37.09024,-95.712891
1597,Boeing,USA,37.09024,-95.712891
1598,NASA,USA,37.09024,-95.712891
1599,General Dynamics,USA,37.09024,-95.712891
1600,Arianespace,France,46.227638,2.213749
1601,VKS RF,Russia,61.52401,105.318756
1602,Boeing,USA,37.09024,-95.712891
1603,VKS RF,Russia,61.52401,105.318756
1604,Arianespace,France,46.227638,2.213749
1605,NASA,USA,37.09024,-95.712891
1606,CASC,China,35.86166,104.195397
1607,Martin Marietta,USA,37.09024,-95.712891
1608,Arianespace,France,46.227638,2.213749
1609,ISRO,India,20.593684,78.96288
1610,VKS RF,Kazakhstan,48.019573,66.923684
1611,VKS RF,Kazakhstan,48.019573,66.923684
1612,NASA,USA,37.09024,-95.712891
1613,General Dynamics,USA,37.09024,-95.712891
1614,VKS RF,Russia,61.52401,105.318756
1615,Boeing,USA,37.09024,-95.712891
1616,VKS RF,Russia,61.52401,105.318756
1617,General Dynamics,USA,37.09024,-95.712891
1618,VKS RF,Russia,61.52401,105.318756
1619,Martin Marietta,USA,37.09024,-95.712891
1620,Arianespace,France,46.227638,2.213749
1621,General Dynamics,USA,37.09024,-95.712891
1622,VKS RF,Kazakhstan,48.019573,66.923684
1623,Boeing,USA,37.09024,-95.712891
1624,Arianespace,France,46.227638,2.213749
1625,VKS RF,Russia,61.52401,105.318756
1626,NASA,USA,37.09024,-95.712891
1627,VKS RF,Russia,61.52401,105.318756
1628,VKS RF,Russia,61.52401,105.318756
1629,Boeing,USA,37.09024,-95.712891
1630,Arianespace,France,46.227638,2.213749
1631,VKS RF,Russia,61.52401,105.318756
1632,VKS RF,Kazakhstan,48.019573,66.923684
1633,NASA,USA,37.09024,-95.712891
1634,Northrop,USA,37.09024,-95.712891
1635,VKS RF,Russia,61.52401,105.318756
1636,VKS RF,Russia,61.52401,105.318756
1637,VKS RF,Russia,61.52401,105.318756
1638,NASA,USA,37.09024,-95.712891
1639,VKS RF,Russia,61.52401,105.318756
1640,VKS RF,Russia,61.52401,105.318756
1641,VKS RF,Kazakhstan,48.019573,66.923684
1642,Boeing,USA,37.09024,-95.712891
1643,VKS RF,Kazakhstan,48.019573,66.923684
1644,General Dynamics,USA,37.09024,-95.712891
1645,MITT,Russia,61.52401,105.318756
1646,VKS RF,Russia,61.52401,105.318756
1647,ISAS,Japan,36.204824,138.252924
1648,Northrop,USA,37.09024,-95.712891
1649,VKS RF,Russia,61.52401,105.318756
1650,Boeing,USA,37.09024,-95.712891
1651,VKS RF,Russia,61.52401,105.318756
1652,NASA,USA,37.09024,-95.712891
1653,VKS RF,Russia,61.52401,105.318756
1654,VKS RF,Russia,61.52401,105.318756
1655,VKS RF,Russia,61.52401,105.318756
1656,VKS RF,Kazakhstan,48.019573,66.923684
1657,VKS RF,Russia,61.52401,105.318756
1658,CASC,China,35.86166,104.195397
1659,Boeing,USA,37.09024,-95.712891
1660,NASA,USA,37.09024,-95.712891
1661,VKS RF,Russia,61.52401,105.318756
1662,Arianespace,France,46.227638,2.213749
1663,Martin Marietta,USA,37.09024,-95.712891
1664,VKS RF,Russia,61.52401,105.318756
1665,VKS RF,Russia,61.52401,105.318756
1666,Boeing,USA,37.09024,-95.712891
1667,VKS RF,Russia,61.52401,105.318756
1668,VKS RF,Kazakhstan,48.019573,66.923684
1669,VKS RF,Russia,61.52401,105.318756
1670,Arianespace,France,46.227638,2.213749
1671,NASA,USA,37.09024,-95.712891
1672,VKS RF,Russia,61.52401,105.318756
1673,VKS RF,Russia,61.52401,105.318756
1674,Boeing,USA,37.09024,-95.712891
1675,CASC,China,35.86166,104.195397
1676,Martin Marietta,USA,37.09024,-95.712891
1677,NASA,USA,37.09024,-95.712891
1678,Arianespace,France,46.227638,2.213749
1679,Boeing,USA,37.09024,-95.712891
1680,General Dynamics,USA,37.09024,-95.712891
1681,CASC,China,35.86166,104.195397
1682,VKS RF,Russia,61.52401,105.318756
1683,Arianespace,France,46.227638,2.213749
1684,CASC,China,35.86166,104.195397
1685,VKS RF,Russia,61.52401,105.318756
1686,NASA,USA,37.09024,-95.712891
1687,Boeing,USA,37.09024,-95.712891
1688,Boeing,USA,37.09024,-95.712891
1689,RVSN USSR,Russia,61.52401,105.318756
1690,Arianespace,France,46.227638,2.213749
1691,RVSN USSR,Russia,61.52401,105.318756
1692,Boeing,USA,37.09024,-95.712891
1693,General Dynamics,USA,37.09024,-95.712891
1694,RVSN USSR,Russia,61.52401,105.318756
1695,NASA,USA,37.09024,-95.712891
1696,General Dynamics,USA,37.09024,-95.712891
1697,Boeing,USA,37.09024,-95.712891
1698,RVSN USSR,Russia,61.52401,105.318756
1699,Boeing,USA,37.09024,-95.712891
1700,NASA,USA,37.09024,-95.712891
1701,Martin Marietta,USA,37.09024,-95.712891
1702,Arianespace,France,46.227638,2.213749
1703,RVSN USSR,Russia,61.52401,105.318756
1704,Boeing,USA,37.09024,-95.712891
1705,NASA,USA,37.09024,-95.712891
1706,Boeing,USA,37.09024,-95.712891
1707,General Dynamics,USA,37.09024,-95.712891
1708,RVSN USSR,Russia,61.52401,105.318756
1709,VKS RF,Russia,61.52401,105.318756
1710,Arianespace,France,46.227638,2.213749
1711,RVSN USSR,Russia,61.52401,105.318756
1712,MHI,Japan,36.204824,138.252924
1713,General Dynamics,USA,37.09024,-95.712891
1714,RVSN USSR,Kazakhstan,48.019573,66.923684
1715,RVSN USSR,Russia,61.52401,105.318756
1716,NASA,USA,37.09024,-95.712891
1717,CASC,China,35.86166,104.195397
1718,RVSN USSR,Kazakhstan,48.019573,66.923684
1719,Yuzhmash,Russia,61.52401,105.318756
1720,Arianespace,France,46.227638,2.213749
1721,General Dynamics,USA,37.09024,-95.712891
1722,General Dynamics,USA,37.09024,-95.712891
1723,RVSN USSR,Russia,61.52401,105.318756
1724,NASA,USA,37.09024,-95.712891
1725,RVSN USSR,Russia,61.52401,105.318756
1726,Martin Marietta,USA,37.09024,-95.712891
1727,Arianespace,France,46.227638,2.213749
1728,RVSN USSR,Russia,61.52401,105.318756
1729,RVSN USSR,Russia,61.52401,105.318756
1730,Arianespace,France,46.227638,2.213749
1731,RVSN USSR,Russia,61.52401,105.318756
1732,NASA,USA,37.09024,-95.712891
1733,RVSN USSR,Kazakhstan,48.019573,66.923684
1734,ISAS,Japan,36.204824,138.252924
1735,RVSN USSR,Kazakhstan,48.019573,66.923684
1736,MHI,Japan,36.204824,138.252924
1737,MHI,Japan,36.204824,138.252924
1738,RVSN USSR,Russia,61.52401,105.318756
1739,RVSN USSR,Russia,61.52401,105.318756
1740,Arianespace,France,46.227638,2.213749
1741,NASA,USA,37.09024,-95.712891
1742,RVSN USSR,Russia,61.52401,105.318756
1743,Northrop,USA,37.09024,-95.712891
1744,Arianespace,France,46.227638,2.213749
1745,Boeing,USA,37.09024,-95.712891
1746,RVSN USSR,Russia,61.52401,105.318756
1747,RVSN USSR,Russia,61.52401,105.318756
1748,RVSN USSR,Russia,61.52401,105.318756
1749,RVSN USSR,Russia,61.52401,105.318756
1750,NASA,USA,37.09024,-95.712891
1751,RVSN USSR,Russia,61.52401,105.318756
1752,Boeing,USA,37.09024,-95.712891
1753,RVSN USSR,Russia,61.52401,105.318756
1754,General Dynamics,USA,37.09024,-95.712891
1755,NASA,USA,37.09024,-95.712891
1756,RVSN USSR,Russia,61.52401,105.318756
1757,General Dynamics,USA,37.09024,-95.712891
1758,RVSN USSR,Russia,61.52401,105.318756
1759,Boeing,USA,37.09024,-95.712891
1760,NASA,USA,37.09024,-95.712891
1761,Arianespace,France,46.227638,2.213749
1762,RVSN USSR,Russia,61.52401,105.318756
1763,RVSN USSR,Russia,61.52401,105.318756
1764,RVSN USSR,Russia,61.52401,105.318756
1765,Boeing,USA,37.09024,-95.712891
1766,Martin Marietta,USA,37.09024,-95.712891
1767,Arianespace,France,46.227638,2.213749
1768,RVSN USSR,Russia,61.52401,105.318756
1769,RVSN USSR,Russia,61.52401,105.318756
1770,RVSN USSR,Russia,61.52401,105.318756
1771,RVSN USSR,Russia,61.52401,105.318756
1772,RVSN USSR,Russia,61.52401,105.318756
1773,RVSN USSR,Kazakhstan,48.019573,66.923684
1774,Arianespace,France,46.227638,2.213749
1775,Boeing,USA,37.09024,-95.712891
1776,RVSN USSR,Russia,61.52401,105.318756
1777,RVSN USSR,Russia,61.52401,105.318756
1778,RVSN USSR,Kazakhstan,48.019573,66.923684
1779,NASA,USA,37.09024,-95.712891
1780,General Dynamics,USA,37.09024,-95.712891
1781,RVSN USSR,Russia,61.52401,105.318756
1782,Boeing,USA,37.09024,-95.712891
1783,RVSN USSR,Russia,61.52401,105.318756
1784,RVSN USSR,Kazakhstan,48.019573,66.923684
1785,Arianespace,France,46.227638,2.213749
1786,RVSN USSR,Russia,61.52401,105.318756
1787,NASA,USA,37.09024,-95.712891
1788,RVSN USSR,Kazakhstan,48.019573,66.923684
1789,Martin Marietta,USA,37.09024,-95.712891
1790,Boeing,USA,37.09024,-95.712891
1791,Boeing,USA,37.09024,-95.712891
1792,Arianespace,France,46.227638,2.213749
1793,NASA,USA,37.09024,-95.712891
1794,CASC,China,35.86166,104.195397
1795,RVSN USSR,Kazakhstan,48.019573,66.923684
1796,Boeing,USA,37.09024,-95.712891
1797,RVSN USSR,Russia,61.52401,105.318756
1798,RVSN USSR,Russia,61.52401,105.318756
1799,RVSN USSR,Russia,61.52401,105.318756
1800,CASC,China,35.86166,104.195397
1801,Arianespace,France,46.227638,2.213749
1802,RVSN USSR,Russia,61.52401,105.318756
1803,MHI,Japan,36.204824,138.252924
1804,MHI,Japan,36.204824,138.252924
1805,RVSN USSR,Russia,61.52401,105.318756
1806,RVSN USSR,Kazakhstan,48.019573,66.923684
1807,RVSN USSR,Russia,61.52401,105.318756
1808,RVSN USSR,Russia,61.52401,105.318756
1809,RVSN USSR,Russia,61.52401,105.318756
1810,General Dynamics,USA,37.09024,-95.712891
1811,RVSN USSR,Russia,61.52401,105.318756
1812,Arianespace,France,46.227638,2.213749
1813,CASC,China,35.86166,104.195397
1814,RVSN USSR,Russia,61.52401,105.318756
1815,Martin Marietta,USA,37.09024,-95.712891
1816,RVSN USSR,Russia,61.52401,105.318756
1817,RVSN USSR,Russia,61.52401,105.318756
1818,Boeing,USA,37.09024,-95.712891
1819,Martin Marietta,USA,37.09024,-95.712891
1820,Boeing,USA,37.09024,-95.712891
1821,RVSN USSR,Kazakhstan,48.019573,66.923684
1822,RVSN USSR,Russia,61.52401,105.318756
1823,RVSN USSR,Russia,61.52401,105.318756
1824,RVSN USSR,Russia,61.52401,105.318756
1825,NASA,USA,37.09024,-95.712891
1826,RVSN USSR,Russia,61.52401,105.318756
1827,Boeing,USA,37.09024,-95.712891
1828,Lockheed,USA,37.09024,-95.712891
1829,CASC,China,35.86166,104.195397
1830,RVSN USSR,Russia,61.52401,105.318756
1831,Northrop,USA,37.09024,-95.712891
1832,IAI,Israel,31.046051,34.851612
1833,RVSN USSR,Russia,61.52401,105.318756
1834,Boeing,USA,37.09024,-95.712891
1835,RVSN USSR,Russia,61.52401,105.318756
1836,RVSN USSR,Kazakhstan,48.019573,66.923684
1837,Martin Marietta,USA,37.09024,-95.712891
1838,NASA,USA,37.09024,-95.712891
1839,RVSN USSR,Russia,61.52401,105.318756
1840,RVSN USSR,Russia,61.52401,105.318756
1841,Arianespace,France,46.227638,2.213749
1842,Boeing,USA,37.09024,-95.712891
1843,MHI,Japan,36.204824,138.252924
1844,MHI,Japan,36.204824,138.252924
1845,RVSN USSR,Russia,61.52401,105.318756
1846,CASC,China,35.86166,104.195397
1847,Boeing,USA,37.09024,-95.712891
1848,RVSN USSR,Russia,61.52401,105.318756
1849,Boeing,USA,37.09024,-95.712891
1850,ISAS,Japan,36.204824,138.252924
1851,RVSN USSR,Russia,61.52401,105.318756
1852,Arianespace,France,46.227638,2.213749
1853,RVSN USSR,Russia,61.52401,105.318756
1854,NASA,USA,37.09024,-95.712891
1855,Martin Marietta,USA,37.09024,-95.712891
1856,RVSN USSR,Russia,61.52401,105.318756
1857,Boeing,USA,37.09024,-95.712891
1858,RVSN USSR,Russia,61.52401,105.318756
1859,RVSN USSR,Kazakhstan,48.019573,66.923684
1860,RVSN USSR,Russia,61.52401,105.318756
1861,NASA,USA,37.09024,-95.712891
1862,Arianespace,France,46.227638,2.213749
1863,RVSN USSR,Russia,61.52401,105.318756
1864,NASA,USA,37.09024,-95.712891
1865,RVSN USSR,Russia,61.52401,105.318756
1866,RVSN USSR,Kazakhstan,48.019573,66.923684
1867,RVSN USSR,Russia,61.52401,105.318756
1868,General Dynamics,USA,37.09024,-95.712891
1869,RVSN USSR,Russia,61.52401,105.318756
1870,Martin Marietta,USA,37.09024,-95.712891
1871,MHI,Japan,36.204824,138.252924
1872,Martin Marietta,USA,37.09024,-95.712891
1873,RVSN USSR,Russia,61.52401,105.318756
1874,Boeing,USA,37.09024,-95.712891
1875,Boeing,USA,37.09024,-95.712891
1876,Arianespace,France,46.227638,2.213749
1877,NASA,USA,37.09024,-95.712891
1878,RVSN USSR,Russia,61.52401,105.318756
1879,RVSN USSR,Kazakhstan,48.019573,66.923684
1880,Arianespace,France,46.227638,2.213749
1881,RVSN USSR,Russia,61.52401,105.318756
1882,Martin Marietta,USA,37.09024,-95.712891
1883,RVSN USSR,Russia,61.52401,105.318756
1884,Boeing,USA,37.09024,-95.712891
1885,RVSN USSR,Russia,61.52401,105.318756
1886,RVSN USSR,Russia,61.52401,105.318756
1887,RVSN USSR,Russia,61.52401,105.318756
1888,Arianespace,France,46.227638,2.213749
1889,ISRO,India,20.593684,78.96288
1890,Martin Marietta,USA,37.09024,-95.712891
1891,NASA,USA,37.09024,-95.712891
1892,RVSN USSR,Russia,61.52401,105.318756
1893,Arianespace,France,46.227638,2.213749
1894,Douglas,USA,37.09024,-95.712891
1895,RVSN USSR,Russia,61.52401,105.318756
1896,NASA,USA,37.09024,-95.712891
1897,Arianespace,France,46.227638,2.213749
1898,RVSN USSR,Russia,61.52401,105.318756
1899,RVSN USSR,Russia,61.52401,105.318756
1900,RVSN USSR,Russia,61.52401,105.318756
1901,ISAS,Japan,36.204824,138.252924
1902,RVSN USSR,Kazakhstan,48.019573,66.923684
1903,RVSN USSR,Russia,61.52401,105.318756
1904,Boeing,USA,37.09024,-95.712891
1905,RVSN USSR,Russia,61.52401,105.318756
1906,RVSN USSR,Russia,61.52401,105.318756
1907,Arianespace,France,46.227638,2.213749
1908,RVSN USSR,Russia,61.52401,105.318756
1909,RVSN USSR,Russia,61.52401,105.318756
1910,RVSN USSR,Russia,61.52401,105.318756
1911,CASC,China,35.86166,104.195397
1912,Arianespace,France,46.227638,2.213749
1913,NASA,USA,37.09024,-95.712891
1914,RVSN USSR,Kazakhstan,48.019573,66.923684
1915,RVSN USSR,Kazakhstan,48.019573,66.923684
1916,RVSN USSR,Kazakhstan,48.019573,66.923684
1917,Martin Marietta,USA,37.09024,-95.712891
1918,Arianespace,France,46.227638,2.213749
1919,RVSN USSR,Russia,61.52401,105.318756
1920,RVSN USSR,Russia,61.52401,105.318756
1921,RVSN USSR,Russia,61.52401,105.318756
1922,NASA,USA,37.09024,-95.712891
1923,RVSN USSR,Russia,61.52401,105.318756
1924,General Dynamics,USA,37.09024,-95.712891
1925,IAI,Israel,31.046051,34.851612
1926,MHI,Japan,36.204824,138.252924
1927,Arianespace,France,46.227638,2.213749
1928,CASC,China,35.86166,104.195397
1929,Martin Marietta,USA,37.09024,-95.712891
1930,Martin Marietta,USA,37.09024,-95.712891
1931,RVSN USSR,Russia,61.52401,105.318756
1932,CASC,China,35.86166,104.195397
1933,ISRO,India,20.593684,78.96288
1934,RVSN USSR,Russia,61.52401,105.318756
1935,RVSN USSR,Russia,61.52401,105.318756
1936,Arianespace,France,46.227638,2.213749
