ID,Organisation,Country,Latitude,Longitude
3050,RVSN USSR,Russia,61.52401,105.318756
3051,Martin Marietta,USA,37.09024,-95.712891
3052,RVSN USSR,Russia,61.52401,105.318756
3053,RVSN USSR,Kazakhstan,48.019573,66.923684
3054,RVSN USSR,Kazakhstan,48.019573,66.923684
3055,RVSN USSR,Russia,61.52401,105.318756
3056,RVSN USSR,Kazakhstan,48.019573,66.923684
3057,RVSN USSR,Russia,61.52401,105.318756
3058,RVSN USSR,Russia,61.52401,105.318756
3059,RVSN USSR,Russia,61.52401,105.318756
3060,RVSN USSR,Russia,61.52401,105.318756
3061,ASI,Kenya,-0.023559,37.906193
3062,US Air Force,USA,37.09024,-95.712891
3063,RVSN USSR,Kazakhstan,48.019573,66.923684
3064,Martin Marietta,USA,37.09024,-95.712891
3065,RVSN USSR,Russia,61.52401,105.318756
3066,ISAS,Japan,36.204824,138.252924
3067,RVSN USSR,Russia,61.52401,105.318756
3068,RVSN USSR,Kazakhstan,48.019573,66.923684
3069,RVSN USSR,Russia,61.52401,105.318756
3070,RVSN USSR,Russia,61.52401,105.318756
3071,RVSN USSR,Russia,61.52401,105.318756
3072,RVSN USSR,Kazakhstan,48.019573,66.923684
3073,RVSN USSR,Russia,61.52401,105.318756
3074,RVSN USSR,Russia,61.52401,105.318756
3075,RVSN USSR,Russia,61.52401,105.318756
3076,RVSN USSR,Russia,61.52401,105.318756
3077,RVSN USSR,Kazakhstan,48.019573,66.923684
3078,RVSN USSR,Russia,61.52401,105.318756
3079,Martin Marietta,USA,37.09024,-95.712891
3080,RVSN USSR,Russia,61.52401,105.318756
3081,RVSN USSR,Russia,61.52401,105.318756
3082,RVSN USSR,Russia,61.52401,105.318756
3083,RVSN USSR,Russia,61.52401,105.318756
3084,RVSN USSR,Russia,61.52401,105.318756
3085,RVSN USSR,Russia,61.52401,105.318756
3086,RVSN USSR,Kazakhstan,48.019573,66.923684
3087,RVSN USSR,Russia,61.52401,105.318756
3088,NASA,USA,37.09024,-95.712891
3089,RVSN USSR,Kazakhstan,48.019573,66.923684
3090,Martin Marietta,USA,37.09024,-95.712891
3091,RVSN USSR,Russia,61.52401,105.318756
3092,General Dynamics,USA,37.09024,-95.712891
3093,RVSN USSR,Russia,61.52401,105.318756
3094,RVSN USSR,Russia,61.52401,105.318756
3095,RVSN USSR,Russia,61.52401,105.318756
3096,RVSN USSR,Russia,61.52401,105.318756
3097,RVSN USSR,Russia,61.52401,105.318756
3098,RVSN USSR,Russia,61.52401,105.318756
3099,RVSN USSR,Russia,61.52401,105.318756
3100,RVSN USSR,Russia,61.52401,105.318756
3101,RVSN USSR,Russia,61.52401,105.318756
3102,RVSN USSR,Kazakhstan,48.019573,66.923684
3103,RVSN USSR,Russia,61.52401,105.318756
3104,RVSN USSR,Russia,61.52401,105.318756
3105,RVSN USSR,Russia,61.52401,105.318756
3106,RVSN USSR,Russia,61.52401,105.318756
3107,US Air Force,USA,37.09024,-95.712891
3108,RVSN USSR,Kazakhstan,48.019573,66.923684
3109,RVSN USSR,Russia,61.52401,105.318756
3110,CASC,China,35.86166,104.195397
3111,RVSN USSR,Russia,61.52401,105.318756
3112,RVSN USSR,Russia,61.52401,105.318756
3113,RVSN USSR,Russia,61.52401,105.318756
3114,RVSN USSR,Kazakhstan,48.019573,66.923684
3115,RVSN USSR,Russia,61.52401,105.318756
3116,RVSN USSR,Russia,61.52401,105.318756
3117,RVSN USSR,Kazakhstan,48.019573,66.923684
3118,General Dynamics,USA,37.09024,-95.712891
3119,RVSN USSR,Russia,61.52401,105.318756
3120,Martin Marietta,USA,37.09024,-95.712891
3121,RVSN USSR,Russia,61.52401,105.318756
3122,RVSN USSR,Russia,61.52401,105.318756
3123,NASA,USA,37.09024,-95.712891
3124,RVSN USSR,Russia,61.52401,105.318756
3125,Martin Marietta,USA,37.09024,-95.712891
3126,RVSN USSR,Russia,61.52401,105.318756
3127,RVSN USSR,Russia,61.52401,105.318756
3128,RVSN USSR,Russia,61.52401,105.318756
3129,RVSN USSR,Russia,61.52401,105.318756
3130,US Air Force,USA,37.09024,-95.712891
3131,RVSN USSR,Russia,61.52401,105.318756
3132,RVSN USSR,Russia,61.52401,105.318756
3133,RVSN USSR,Kazakhstan,48.019573,66.923684
3134,Martin Marietta,USA,37.09024,-95.712891
3135,RVSN USSR,Kazakhstan,48.019573,66.923684
3136,RVSN USSR,Russia,61.52401,105.318756
3137,RVSN USSR,Russia,61.52401,105.318756
3138,RVSN USSR,Russia,61.52401,105.318756
3139,RVSN USSR,Russia,61.52401,105.318756
3140,RVSN USSR,Russia,61.52401,105.318756
3141,NASA,USA,37.09024,-95.712891
3142,RVSN USSR,Russia,61.52401,105.318756
3143,RVSN USSR,Russia,61.52401,105.318756
3144,RVSN USSR,Russia,61.52401,105.318756
3145,CNES,France,46.227638,2.213749
3146,RVSN USSR,Russia,61.52401,105.318756
3147,RVSN USSR,Russia,61.52401,105.318756
3148,US Air Force,USA,37.09024,-95.712891
3149,NASA,USA,37.09024,-95.712891
3150,RVSN USSR,Russia,61.52401,105.318756
3151,RVSN USSR,Russia,61.52401,105.318756
3152,RVSN USSR,Kazakhstan,48.019573,66.923684
3153,RVSN USSR,Russia,61.52401,105.318756
3154,RVSN USSR,Russia,61.52401,105.318756
3155,RVSN USSR,Russia,61.52401,105.318756
3156,General Dynamics,USA,37.09024,-95.712891
3157,RVSN USSR,Russia,61.52401,105.318756
3158,RVSN USSR,Kazakhstan,48.019573,66.923684
3159,RVSN USSR,Russia,61.52401,105.318756
3160,RVSN USSR,Russia,61.52401,105.318756
3161,Martin Marietta,USA,37.09024,-95.712891
3162,General Dynamics,USA,37.09024,-95.712891
3163,RVSN USSR,Kazakhstan,48.019573,66.923684
3164,RVSN USSR,Russia,61.52401,105.318756
3165,RVSN USSR,Russia,61.52401,105.318756
3166,RVSN USSR,Kazakhstan,48.019573,66.923684
3167,RVSN USSR,Russia,61.52401,105.318756
3168,RVSN USSR,Kazakhstan,48.019573,66.923684
3169,RVSN USSR,Kazakhstan,48.019573,66.923684
3170,RVSN USSR,Russia,61.52401,105.318756
3171,RVSN USSR,Russia,61.52401,105.318756
3172,RVSN USSR,Russia,61.52401,105.318756
3173,RVSN USSR,Kazakhstan,48.019573,66.923684
3174,RVSN USSR,Russia,61.52401,105.318756
3175,RVSN USSR,Russia,61.52401,105.318756
3176,RVSN USSR,Russia,61.52401,105.318756
3177,US Air Force,USA,37.09024,-95.712891
3178,RVSN USSR,Russia,61.52401,105.318756
3179,General Dynamics,USA,37.09024,-95.712891
3180,NASA,USA,37.09024,-95.712891
3181,RVSN USSR,Russia,61.52401,105.318756
3182,RVSN USSR,Russia,61.52401,105.318756
3183,RVSN USSR,Kazakhstan,48.019573,66.923684
3184,RVSN USSR,Russia,61.52401,105.318756
3185,RVSN USSR,Kazakhstan,48.019573,66.923684
3186,RVSN USSR,Kazakhstan,48.019573,66.923684
3187,ASI,Kenya,-0.023559,37.906193
3188,RVSN USSR,Russia,61.52401,105.318756
3189,RVSN USSR,Russia,61.52401,105.318756
3190,RVSN USSR,Russia,61.52401,105.318756
3191,RVSN USSR,Russia,61.52401,105.318756
3192,RVSN USSR,Russia,61.52401,105.318756
3193,RVSN USSR,Russia,61.52401,105.318756
3194,RVSN USSR,Russia,61.52401,105.318756
3195,RVSN USSR,Russia,61.52401,105.318756
3196,RVSN USSR,Russia,61.52401,105.318756
3197,Martin Marietta,USA,37.09024,-95.712891
3198,RVSN USSR,Russia,61.52401,105.318756
3199,RVSN USSR,Russia,61.52401,105.318756
3200,General Dynamics,USA,37.09024,-95.712891
3201,RVSN USSR,Russia,61.52401,105.318756
3202,RVSN USSR,Russia,61.52401,105.318756
3203,RVSN USSR,Russia,61.52401,105.318756
3204,RVSN USSR,Kazakhstan,48.019573,66.923684
3205,RVSN USSR,Russia,61.52401,105.318756
3206,RVSN USSR,Russia,61.52401,105.318756
3207,US Air Force,USA,37.09024,-95.712891
3208,RVSN USSR,Kazakhstan,48.019573,66.923684
3209,RVSN USSR,Russia,61.52401,105.318756
3210,RVSN USSR,Kazakhstan,48.019573,66.923684
3211,General Dynamics,USA,37.09024,-95.712891
3212,ISAS,Japan,36.204824,138.252924
3213,RVSN USSR,Russia,61.52401,105.318756
3214,RVSN USSR,Russia,61.52401,105.318756
3215,CASC,China,35.86166,104.195397
3216,RVSN USSR,Kazakhstan,48.019573,66.923684
3217,RVSN USSR,Kazakhstan,48.019573,66.923684
3218,RVSN USSR,Russia,61.52401,105.318756
3219,RVSN USSR,Russia,61.52401,105.318756
3220,RVSN USSR,Russia,61.52401,105.318756
3221,RVSN USSR,Russia,61.52401,105.318756
3222,RVSN USSR,Russia,61.52401,105.318756
3223,Martin Marietta,USA,37.09024,-95.712891
3224,RVSN USSR,Kazakhstan,48.019573,66.923684
3225,RVSN USSR,Russia,61.52401,105.318756
3226,RVSN USSR,Kazakhstan,48.019573,66.923684
3227,RVSN USSR,Russia,61.52401,105.318756
3228,RVSN USSR,Russia,61.52401,105.318756
3229,RVSN USSR,Kazakhstan,48.019573,66.923684
3230,RVSN USSR,Russia,61.52401,105.318756
3231,RVSN USSR,Russia,61.52401,105.318756
3232,RVSN USSR,Kazakhstan,48.019573,66.923684
3233,General Dynamics,USA,37.09024,-95.712891
3234,RVSN USSR,Kazakhstan,48.019573,66.923684
3235,RVSN USSR,Kazakhstan,48.019573,66.923684
3236,US Air Force,USA,37.09024,-95.712891
3237,RVSN USSR,Russia,61.52401,105.318756
3238,RVSN USSR,Russia,61.52401,105.318756
3239,RVSN USSR,Russia,61.52401,105.318756
3240,RVSN USSR,Russia,61.52401,105.318756
3241,RVSN USSR,Russia,61.52401,105.318756
3242,RVSN USSR,Russia,61.52401,105.318756
3243,NASA,USA,37.09024,-95.712891
3244,RVSN USSR,Russia,61.52401,105.318756
3245,RVSN USSR,Kazakhstan,48.019573,66.923684
3246,RVSN USSR,Russia,61.52401,105.318756
3247,RVSN USSR,Kazakhstan,48.019573,66.923684
3248,RVSN USSR,Russia,61.52401,105.318756
3249,RVSN USSR,Russia,61.52401,105.318756
3250,RVSN USSR,Russia,61.52401,105.318756
3251,RVSN USSR,Kazakhstan,48.019573,66.923684
3252,RVSN USSR,Russia,61.52401,105.318756
3253,RVSN USSR,Kazakhstan,48.019573,66.923684
3254,RVSN USSR,Russia,61.52401,105.318756
3255,RVSN USSR,Russia,61.52401,105.318756
3256,RVSN USSR,Russia,61.52401,105.318756
3257,US Air Force,USA,37.09024,-95.712891
3258,RVSN USSR,Russia,61.52401,105.318756
3259,RVSN USSR,Russia,61.52401,105.318756
3260,General Dynamics,USA,37.09024,-95.712891
3261,RVSN USSR,Russia,61.52401,105.318756
3262,Martin Marietta,USA,37.09024,-95.712891
3263,RVSN USSR,Russia,61.52401,105.318756
3264,Martin Marietta,USA,37.09024,-95.712891
3265,RVSN USSR,Kazakhstan,48.019573,66.923684
3266,RVSN USSR,Kazakhstan,48.019573,66.923684
3267,RVSN USSR,Russia,61.52401,105.318756
3268,RVSN USSR,Kazakhstan,48.019573,66.923684
3269,RVSN USSR,Russia,61.52401,105.318756
3270,General Dynamics,USA,37.09024,-95.712891
3271,Martin Marietta,USA,37.09024,-95.712891
3272,RVSN USSR,Kazakhstan,48.019573,66.923684
3273,RVSN USSR,Russia,61.52401,105.318756
3274,RVSN USSR,Russia,61.52401,105.318756
3275,RVSN USSR,Russia,61.52401,105.318756
3276,RVSN USSR,Kazakhstan,48.019573,66.923684
3277,General Dynamics,USA,37.09024,-95.712891
3278,RVSN USSR,Russia,61.52401,105.318756
3279,RVSN USSR,Russia,61.52401,105.318756
3280,RVSN USSR,Russia,61.52401,105.318756
3281,RVSN USSR,Kazakhstan,48.019573,66.923684
3282,RVSN USSR,Russia,61.52401,105.318756
3283,RVSN USSR,Russia,61.52401,105.318756
3284,RVSN USSR,Kazakhstan,48.019573,66.923684
3285,CNES,France,46.227638,2.213749
3286,General Dynamics,USA,37.09024,-95.712891
3287,RVSN USSR,Kazakhstan,48.019573,66.923684
3288,RVSN USSR,Russia,61.52401,105.318756
3289,RVSN USSR,Russia,61.52401,105.318756
3290,RVSN USSR,Russia,61.52401,105.318756
3291,RVSN USSR,Russia,61.52401,105.318756
3292,RVSN USSR,Russia,61.52401,105.318756
3293,RVSN USSR,Russia,61.52401,105.318756
3294,RVSN USSR,Russia,61.52401,105.318756
3295,RVSN USSR,Russia,61.52401,105.318756
3296,RVSN USSR,Russia,61.52401,105.318756
3297,RVSN USSR,Russia,61.52401,105.318756
3298,ASI,Kenya,-0.023559,37.906193
3299,CECLES,France,46.227638,2.213749
3300,Martin Marietta,USA,37.09024,-95.712891
3301,RVSN USSR,Russia,61.52401,105.318756
3302,RAE,Australia,-25.274398,133.775136
3303,US Air Force,USA,37.09024,-95.712891
3304,RVSN USSR,Russia,61.52401,105.318756
3305,RVSN USSR,Kazakhstan,48.019573,66.923684
3306,RVSN USSR,Russia,61.52401,105.318756
3307,RVSN USSR,Russia,61.52401,105.318756
3308,RVSN USSR,Russia,61.52401,105.318756
3309,RVSN USSR,Kazakhstan,48.019573,66.923684
3310,RVSN USSR,Kazakhstan,48.019573,66.923684
3311,ISAS,Japan,36.204824,138.252924
3312,RVSN USSR,Russia,61.52401,105.318756
3313,RVSN USSR,Russia,61.52401,105.318756
3314,RVSN USSR,Russia,61.52401,105.318756
3315,RVSN USSR,Russia,61.52401,105.318756
3316,RVSN USSR,Russia,61.52401,105.318756
3317,RVSN USSR,Kazakhstan,48.019573,66.923684
3318,RVSN USSR,Russia,61.52401,105.318756
3319,RVSN USSR,Kazakhstan,48.019573,66.923684
3320,US Air Force,USA,37.09024,-95.712891
3321,RVSN USSR,Kazakhstan,48.019573,66.923684
3322,General Dynamics,USA,37.09024,-95.712891
3323,RVSN USSR,Kazakhstan,48.019573,66.923684
3324,RVSN USSR,Russia,61.52401,105.318756
3325,RVSN USSR,Kazakhstan,48.019573,66.923684
3326,RVSN USSR,Russia,61.52401,105.318756
3327,RVSN USSR,Russia,61.52401,105.318756
3328,NASA,USA,37.09024,-95.712891
3329,RVSN USSR,Russia,61.52401,105.318756
3330,RVSN USSR,Russia,61.52401,105.318756
3331,RVSN USSR,Kazakhstan,48.019573,66.923684
3332,RVSN USSR,Russia,61.52401,105.318756
3333,RVSN USSR,Kazakhstan,48.019573,66.923684
3334,RVSN USSR,Russia,61.52401,105.318756
3335,RVSN USSR,Kazakhstan,48.019573,66.923684
3336,Martin Marietta,USA,37.09024,-95.712891
3337,RVSN USSR,Kazakhstan,48.019573,66.923684
3338,RVSN USSR,Russia,61.52401,105.318756
3339,RVSN USSR,Kazakhstan,48.019573,66.923684
3340,RVSN USSR,Russia,61.52401,105.318756
3341,General Dynamics,USA,37.09024,-95.712891
3342,RVSN USSR,Russia,61.52401,105.318756
3343,RVSN USSR,Kazakhstan,48.019573,66.923684
3344,RVSN USSR,Russia,61.52401,105.318756
3345,RVSN USSR,Russia,61.52401,105.318756
3346,RVSN USSR,Russia,61.52401,105.318756
3347,RVSN USSR,Kazakhstan,48.019573,66.923684
3348,RVSN USSR,Russia,61.52401,105.318756
3349,RVSN USSR,Kazakhstan,48.019573,66.923684
3350,RVSN USSR,Kazakhstan,48.019573,66.923684
3351,General Dynamics,USA,37.09024,-95.712891
3352,RVSN USSR,Russia,61.52401,105.318756
3353,RVSN USSR,Kazakhstan,48.019573,66.923684
3354,Martin Marietta,USA,37.09024,-95.712891
3355,RVSN USSR,Russia,61.52401,105.318756
3356,RVSN USSR,Russia,61.52401,105.318756
3357,ASI,Kenya,-0.023559,37.906193
3358,RVSN USSR,Kazakhstan,48.019573,66.923684
3359,US Air Force,USA,37.09024,-95.712891
3360,RVSN USSR,Russia,61.52401,105.318756
3361,RVSN USSR,Kazakhstan,48.019573,66.923684
3362,RVSN USSR,Russia,61.52401,105.318756
3363,CNES,France,46.227638,2.213749
3364,RVSN USSR,Russia,61.52401,105.318756
3365,RVSN USSR,Russia,61.52401,105.318756
3366,RVSN USSR,Russia,61.52401,105.318756
3367,RVSN USSR,Kazakhstan,48.019573,66.923684
3368,RVSN USSR,Russia,61.52401,105.318756
3369,RVSN USSR,Russia,61.52401,105.318756
3370,Martin Marietta,USA,37.09024,-95.712891
3371,RVSN USSR,Russia,61.52401,105.318756
3372,RVSN USSR,Russia,61.52401,105.318756
3373,RVSN USSR,Russia,61.52401,105.318756
3374,RVSN USSR,Kazakhstan,48.019573,66.923684
3375,CASC,China,35.86166,104.195397
3376,RVSN USSR,Kazakhstan,48.019573,66.923684
3377,RVSN USSR,Kazakhstan,48.019573,66.923684
3378,RVSN USSR,Kazakhstan,48.019573,66.923684
3379,ISAS,Japan,36.204824,138.252924
3380,RVSN USSR,Russia,61.52401,105.318756
3381,RVSN USSR,Russia,61.52401,105.318756
3382,ISAS,Japan,36.204824,138.252924
3383,RVSN USSR,Russia,61.52401,105.318756
3384,NASA,USA,37.09024,-95.712891
3385,RVSN USSR,Russia,61.52401,105.318756
3386,General Dynamics,USA,37.09024,-95.712891
3387,US Air Force,USA,37.09024,-95.712891
3388,RVSN USSR,Kazakhstan,48.019573,66.923684
3389,RVSN USSR,Russia,61.52401,105.318756
3390,RVSN USSR,Russia,61.52401,105.318756
3391,RVSN USSR,Kazakhstan,48.019573,66.923684
3392,RVSN USSR,Kazakhstan,48.019573,66.923684
3393,RVSN USSR,Russia,61.52401,105.318756
3394,RVSN USSR,Russia,61.52401,105.318756
3395,RVSN USSR,Russia,61.52401,105.318756
3396,RVSN USSR,Russia,61.52401,105.318756
3397,RVSN USSR,Kazakhstan,48.019573,66.923684
3398,RVSN USSR,Russia,61.52401,105.318756
3399,CNES,France,46.227638,2.213749
3400,ASI,Kenya,-0.023559,37.906193
3401,RVSN USSR,Russia,61.52401,105.318756
3402,RVSN USSR,Russia,61.52401,105.318756
3403,RVSN USSR,Kazakhstan,48.019573,66.923684
3404,RVSN USSR,Russia,61.52401,105.318756
3405,General Dynamics,USA,37.09024,-95.712891
3406,RVSN USSR,Russia,61.52401,105.318756
3407,RVSN USSR,Russia,61.52401,105.318756
3408,RVSN USSR,Kazakhstan,48.019573,66.923684
3409,RVSN USSR,Russia,61.52401,105.318756
3410,RVSN USSR,Kazakhstan,48.019573,66.923684
3411,RVSN USSR,Kazakhstan,48.019573,66.923684
3412,Martin Marietta,USA,37.09024,-95.712891
3413,RAE,Australia,-25.274398,133.775136
3414,RVSN USSR,Russia,61.52401,105.318756
3415,RVSN USSR,Kazakhstan,48.019573,66.923684
3416,US Air Force,USA,37.09024,-95.712891
3417,RVSN USSR,Kazakhstan,48.019573,66.923684
3418,RVSN USSR,Kazakhstan,48.019573,66.923684
3419,RVSN USSR,Kazakhstan,48.019573,66.923684
3420,RVSN USSR,Russia,61.52401,105.318756
3421,RVSN USSR,Russia,61.52401,105.318756
3422,RVSN USSR,Russia,61.52401,105.318756
3423,RVSN USSR,Russia,61.52401,105.318756
3424,RVSN USSR,Kazakhstan,48.019573,66.923684
3425,RVSN USSR,Russia,61.52401,105.318756
3426,RVSN USSR,Kazakhstan,48.019573,66.923684
3427,RVSN USSR,Kazakhstan,48.019573,66.923684
3428,RVSN USSR,Kazakhstan,48.019573,66.923684
3429,RVSN USSR,Russia,61.52401,105.318756
3430,RVSN USSR,Kazakhstan,48.019573,66.923684
3431,RVSN USSR,Russia,61.52401,105.318756
3432,ISAS,Japan,36.204824,138.252924
3433,RVSN USSR,Kazakhstan,48.019573,66.923684
3434,RVSN USSR,Russia,61.52401,105.318756
3435,RVSN USSR,Kazakhstan,48.019573,66.923684
3436,RVSN USSR,Russia,61.52401,105.318756
3437,General Dynamics,USA,37.09024,-95.712891
3438,RVSN USSR,Kazakhstan,48.019573,66.923684
3439,RVSN USSR,Kazakhstan,48.019573,66.923684
3440,RVSN USSR,Russia,61.52401,105.318756
3441,RVSN USSR,Russia,61.52401,105.318756
3442,US Air Force,USA,37.09024,-95.712891
3443,RVSN USSR,Kazakhstan,48.019573,66.923684
3444,RVSN USSR,Russia,61.52401,105.318756
3445,RVSN USSR,Russia,61.52401,105.318756
3446,RVSN USSR,Russia,61.52401,105.318756
3447,RVSN USSR,Russia,61.52401,105.318756
3448,RVSN USSR,Kazakhstan,48.019573,66.923684
3449,RVSN USSR,Russia,61.52401,105.318756
3450,RVSN USSR,Russia,61.52401,105.318756
3451,RVSN USSR,Kazakhstan,48.019573,66.923684
3452,RVSN USSR,Russia,61.52401,105.318756
3453,RVSN USSR,Russia,61.52401,105.318756
3454,RVSN USSR,Kazakhstan,48.019573,66.923684
3455,RVSN USSR,Russia,61.52401,105.318756
3456,US Air Force,USA,37.09024,-95.712891
3457,RVSN USSR,Russia,61.52401,105.318756
3458,General Dynamics,USA,37.09024,-95.712891
3459,RVSN USSR,Russia,61.52401,105.318756
3460,RVSN USSR,Russia,61.52401,105.318756
3461,RVSN USSR,Russia,61.52401,105.318756
3462,CECLES,Australia,-25.274398,133.775136
3463,RVSN USSR,Kazakhstan,48.019573,66.923684
3464,Roscosmos,Kazakhstan,48.019573,66.923684
3465,RVSN USSR,Russia,61.52401,105.318756
3466,RVSN USSR,Kazakhstan,48.019573,66.923684
3467,RVSN USSR,Russia,61.52401,105.318756
3468,RVSN USSR,Russia,61.52401,105.318756
3469,RVSN USSR,Russia,61.52401,105.318756
3470,RVSN USSR,Russia,61.52401,105.318756
3471,CASC,China,35.86166,104.195397
3472,RVSN USSR,Russia,61.52401,105.318756
3473,US Air Force,USA,37.09024,-95.712891
3474,RVSN USSR,Russia,61.52401,105.318756
3475,NASA,USA,37.09024,-95.712891
3476,RVSN USSR,Russia,61.52401,105.318756
3477,Martin Marietta,USA,37.09024,-95.712891
3478,RVSN USSR,Kazakhstan,48.019573,66.923684
3479,RVSN USSR,Russia,61.52401,105.318756
3480,RVSN USSR,Russia,61.52401,105.318756
3481,RVSN USSR,Russia,61.52401,105.318756
3482,RVSN USSR,Russia,61.52401,105.318756
3483,RVSN USSR,Russia,61.52401,105.318756
3484,RVSN USSR,Russia,61.52401,105.318756
3485,CNES,France,46.227638,2.213749
3486,RVSN USSR,Russia,61.52401,105.318756
3487,RVSN USSR,Russia,61.52401,105.318756
3488,RVSN USSR,Russia,61.52401,105.318756
3489,UT,Japan,36.204824,138.252924
3490,RVSN USSR,Russia,61.52401,105.318756
3491,RVSN USSR,Kazakhstan,48.019573,66.923684
3492,RVSN USSR,Russia,61.52401,105.318756
3493,RVSN USSR,Russia,61.52401,105.318756
3494,RVSN USSR,Russia,61.52401,105.318756
3495,RVSN USSR,Russia,61.52401,105.318756
3496,RVSN USSR,Russia,61.52401,105.318756
3497,US Air Force,USA,37.09024,-95.712891
3498,RVSN USSR,Kazakhstan,48.019573,66.923684
3499,RVSN USSR,Russia,61.52401,105.318756
3500,RVSN USSR,Russia,61.52401,105.318756
3501,RVSN USSR,Russia,61.52401,105.318756
3502,RVSN USSR,Kazakhstan,48.019573,66.923684
3503,RVSN USSR,Russia,61.52401,105.318756
3504,RVSN USSR,Russia,61.52401,105.318756
3505,RVSN USSR,Russia,61.52401,105.318756
3506,RVSN USSR,Kazakhstan,48.019573,66.923684
3507,RVSN USSR,Russia,61.52401,105.318756
3508,RVSN USSR,Russia,61.52401,105.318756
3509,CASC,China,35.86166,104.195397
3510,RVSN USSR,Kazakhstan,48.019573,66.923684
3511,NASA,USA,37.09024,-95.712891
3512,RVSN USSR,Russia,61.52401,105.318756
3513,RVSN USSR,Russia,61.52401,105.318756
3514,Yuzhmash,Kazakhstan,48.019573,66.923684
3515,US Air Force,USA,37.09024,-95.712891
3516,RVSN USSR,Russia,61.52401,105.318756
3517,RVSN USSR,Kazakhstan,48.019573,66.923684
3518,RVSN USSR,Kazakhstan,48.019573,66.923684
3519,RVSN USSR,Russia,61.52401,105.318756
3520,RVSN USSR,Russia,61.52401,105.318756
3521,RVSN USSR,Russia,61.52401,105.318756
3522,RVSN USSR,Russia,61.52401,105.318756
3523,RVSN USSR,Kazakhstan,48.019573,66.923684
3524,RVSN USSR,Kazakhstan,48.019573,66.923684
3525,RVSN USSR,Kazakhstan,48.019573,66.923684
3526,RVSN USSR,Russia,61.52401,105.318756
3527,RVSN USSR,Russia,61.52401,105.318756
3528,RVSN USSR,Kazakhstan,48.019573,66.923684
3529,UT,Japan,36.204824,138.252924
3530,RVSN USSR,Kazakhstan,48.019573,66.923684
3531,RVSN USSR,Kazakhstan,48.019573,66.923684
3532,RVSN USSR,Russia,61.52401,105.318756
3533,RVSN USSR,Kazakhstan,48.019573,66.923684
3534,US Air Force,USA,37.09024,-95.712891
3535,RVSN USSR,Russia,61.52401,105.318756
3536,RVSN USSR,Russia,61.52401,105.318756
3537,RVSN USSR,Kazakhstan,48.019573,66.923684
3538,RVSN USSR,Russia,61.52401,105.318756
3539,General Dynamics,USA,37.09024,-95.712891
3540,RVSN USSR,Kazakhstan,48.019573,66.923684
3541,RVSN USSR,Kazakhstan,48.019573,66.923684
3542,RVSN USSR,Russia,61.52401,105.318756
3543,RVSN USSR,Kazakhstan,48.019573,66.923684
3544,RVSN USSR,Russia,61.52401,105.318756
3545,NASA,USA,37.09024,-95.712891
3546,RVSN USSR,Russia,61.52401,105.318756
3547,RVSN USSR,Kazakhstan,48.019573,66.923684
3548,CECLES,Australia,-25.274398,133.775136
3549,RVSN USSR,Kazakhstan,48.019573,66.923684
3550,RVSN USSR,Kazakhstan,48.019573,66.923684
3551,RVSN USSR,Russia,61.52401,105.318756
3552,RVSN USSR,Kazakhstan,48.019573,66.923684
3553,RVSN USSR,Russia,61.52401,105.318756
3554,US Air Force,USA,37.09024,-95.712891
3555,RVSN USSR,Russia,61.52401,105.318756
3556,RVSN USSR,Kazakhstan,48.019573,66.923684
3557,RVSN USSR,Russia,61.52401,105.318756
3558,Martin Marietta,USA,37.09024,-95.712891
3559,RVSN USSR,Russia,61.52401,105.318756
3560,NASA,USA,37.09024,-95.712891
3561,RVSN USSR,Russia,61.52401,105.318756
3562,RVSN USSR,Kazakhstan,48.019573,66.923684
3563,US Air Force,USA,37.09024,-95.712891
3564,RVSN USSR,Kazakhstan,48.019573,66.923684
3565,General Dynamics,USA,37.09024,-95.712891
3566,RVSN USSR,Kazakhstan,48.019573,66.923684
3567,RVSN USSR,Russia,61.52401,105.318756
3568,RVSN USSR,Russia,61.52401,105.318756
3569,RVSN USSR,Russia,61.52401,105.318756
3570,RVSN USSR,Kazakhstan,48.019573,66.923684
3571,RVSN USSR,Russia,61.52401,105.318756
3572,General Dynamics,USA,37.09024,-95.712891
3573,RVSN USSR,Kazakhstan,48.019573,66.923684
3574,RVSN USSR,Russia,61.52401,105.318756
3575,RVSN USSR,Kazakhstan,48.019573,66.923684
3576,RVSN USSR,Russia,61.52401,105.318756
3577,General Dynamics,USA,37.09024,-95.712891
3578,RVSN USSR,Russia,61.52401,105.318756
3579,RVSN USSR,Russia,61.52401,105.318756
3580,RVSN USSR,Russia,61.52401,105.318756
3581,RVSN USSR,Russia,61.52401,105.318756
3582,RVSN USSR,Russia,61.52401,105.318756
3583,US Air Force,USA,37.09024,-95.712891
3584,NASA,USA,37.09024,-95.712891
3585,RVSN USSR,Kazakhstan,48.019573,66.923684
3586,RVSN USSR,Russia,61.52401,105.318756
3587,General Dynamics,USA,37.09024,-95.712891
3588,RVSN USSR,Kazakhstan,48.019573,66.923684
3589,RVSN USSR,Kazakhstan,48.019573,66.923684
3590,Martin Marietta,USA,37.09024,-95.712891
3591,RVSN USSR,Russia,61.52401,105.318756
3592,RVSN USSR,Russia,61.52401,105.318756
3593,RVSN USSR,Kazakhstan,48.019573,66.923684
3594,RVSN USSR,Kazakhstan,48.019573,66.923684
3595,US Air Force,USA,37.09024,-95.712891
