ID,Organisation,Country,Latitude,Longitude,Year
1705,NASA,USA,37.09024,-95.712891,1992
1706,Boeing,USA,37.09024,-95.712891,1992
1707,General Dynamics,USA,37.09024,-95.712891,1992
1708,RVSN USSR,Russia,61.52401,105.318756,1992
1709,VKS RF,Russia,61.52401,105.318756,1992
1710,Arianespace,France,46.227638,2.213749,1992
1711,RVSN USSR,Russia,61.52401,105.318756,1992
1712,MHI,Japan,36.204824,138.252924,1992
1713,General Dynamics,USA,37.09024,-95.712891,1992
1714,RVSN USSR,Kazakhstan,48.019573,66.923684,1992
1715,RVSN USSR,Russia,61.52401,105.318756,1992
1716,NASA,USA,37.09024,-95.712891,1992
1717,CASC,China,35.86166,104.195397,1991
1718,RVSN USSR,Kazakhstan,48.019573,66.923684,1991
1719,Yuzhmash,Russia,61.52401,105.318756,1991
1720,Arianespace,France,46.227638,2.213749,1991
1721,General Dynamics,USA,37.09024,-95.712891,1991
1722,General Dynamics,USA,37.09024,-95.712891,1991
1723,RVSN USSR,Russia,61.52401,105.318756,1991
1724,NASA,USA,37.09024,-95.712891,1991
1725,RVSN USSR,Russia,61.52401,105.318756,1991
1726,Martin Marietta,USA,37.09024,-95.712891,1991
1727,Arianespace,France,46.227638,2.213749,1991
1728,RVSN USSR,Russia,61.52401,105.318756,1991
1729,RVSN USSR,Russia,61.52401,105.318756,1991
1730,Arianespace,France,46.227638,2.213749,1991
1731,RVSN USSR,Russia,61.52401,105.318756,1991
1732,NASA,USA,37.09024,-95.712891,1991
1733,RVSN USSR,Kazakhstan,48.019573,66.923684,1991
1734,ISAS,Japan,36.204824,138.252924,1991
1735,RVSN USSR,Kazakhstan,48.019573,66.923684,1991
1736,MHI,Japan,36.204824,138.252924,1991
1737,MHI,Japan,36.204824,138.252924,1991
1738,RVSN USSR,Russia,61.52401,105.318756,1991
1739,RVSN USSR,Russia,61.52401,105.318756,1991
1740,Arianespace,France,46.227638,2.213749,1991
1741,NASA,USA,37.09024,-95.712891,1991
1742,RVSN USSR,Russia,61.52401,105.318756,1991
1743,Northrop,USA,37.09024,-95.712891,1991
1744,Arianespace,France,46.227638,2.213749,1991
1745,Boeing,USA,37.09024,-95.712891,1991
1746,RVSN USSR,Russia,61.52401,105.318756,1991
1747,RVSN USSR,Russia,61.52401,105.318756,1991
1748,RVSN USSR,Russia,61.52401,105.318756,1991
1749,RVSN USSR,Russia,61.52401,105.318756,1991
1750,NASA,USA,37.09024,-95.712891,1991
1751,RVSN USSR,Russia,61.52401,105.318756,1991
1752,Boeing,USA,37.09024,-95.712891,1991
1753,RVSN USSR,Russia,61.52401,105.318756,1991
1754,General Dynamics,USA,37.09024,-95.712891,1991
1755,NASA,USA,37.09024,-95.712891,1991
1756,RVSN USSR,Russia,61.52401,105.318756,1991
1757,General Dynamics,USA,37.09024,-95.712891,1991
1758,RVSN USSR,Russia,61.52401,105.318756,1991
1759,Boeing,USA,37.09024,-95.712891,1991
1760,NASA,USA,37.09024,-95.712891,1991
1761,Arianespace,France,46.227638,2.213749,1991
1762,RVSN USSR,Russia,61.52401,105.318756,1991
1763,RVSN USSR,Russia,61.52401,105.318756,1991
1764,RVSN USSR,Russia,61.52401,105.318756,1991
1765,Boeing,USA,37.09024,-95.712891,1991
1766,Martin Marietta,USA,37.09024,-95.712891,1991
1767,Arianespace,France,46.227638,2.213749,1991
1768,RVSN USSR,Russia,61.52401,105.318756,1991
1769,RVSN USSR,Russia,61.52401,105.318756,1991
1770,RVSN USSR,Russia,61.52401,105.318756,1991
1771,RVSN USSR,Russia,61.52401,105.318756,1991
1772,RVSN USSR,Russia,61.52401,105.318756,1991
1773,RVSN USSR,Kazakhstan,48.019573,66.923684,1991
1774,Arianespace,France,46.227638,2.213749,1991
1775,Boeing,USA,37.09024,-95.712891,1991
1776,RVSN USSR,Russia,61.52401,105.318756,1990
1777,RVSN USSR,Russia,61.52401,105.318756,1990
1778,RVSN USSR,Kazakhstan,48.019573,66.923684,1990
1779,NASA,USA,37.09024,-95.712891,1990
1780,General Dynamics,USA,37.09024,-95.712891,1990
1781,RVSN USSR,Russia,61.52401,105.318756,1990
1782,Boeing,USA,37.09024,-95.712891,1990
1783,RVSN USSR,Russia,61.52401,105.318756,1990
1784,RVSN USSR,Kazakhstan,48.019573,66.923684,1990
1785,Arianespace,France,46.227638,2.213749,1990
1786,RVSN USSR,Russia,61.52401,105.318756,1990
1787,NASA,USA,37.09024,-95.712891,1990
1788,RVSN USSR,Kazakhstan,48.019573,66.923684,1990
1789,Martin Marietta,USA,37.09024,-95.712891,1990
1790,Boeing,USA,37.09024,-95.712891,1990
1791,Boeing,USA,37.09024,-95.712891,1990
1792,Arianespace,France,46.227638,2.213749,1990
1793,NASA,USA,37.09024,-95.712891,1990
1794,CASC,China,35.86166,104.195397,1990
1795,RVSN USSR,Kazakhstan,48.019573,66.923684,1990
1796,Boeing,USA,37.09024,-95.712891,1990
1797,RVSN USSR,Russia,61.52401,105.318756,1990
1798,RVSN USSR,Russia,61.52401,105.318756,1990
1799,RVSN USSR,Russia,61.52401,105.318756,1990
1800,CASC,China,35.86166,104.195397,1990
1801,Arianespace,France,46.227638,2.213749,1990
1802,RVSN USSR,Russia,61.52401,105.318756,1990
1803,MHI,Japan,36.204824,138.252924,1990
1804,MHI,Japan,36.204824,138.252924,1990
1805,RVSN USSR,Russia,61.52401,105.318756,1990
1806,RVSN USSR,Kazakhstan,48.019573,66.923684,1990
1807,RVSN USSR,Russia,61.52401,105.318756,1990
1808,RVSN USSR,Russia,61.52401,105.318756,1990
1809,RVSN USSR,Russia,61.52401,105.318756,1990
1810,General Dynamics,USA,37.09024,-95.712891,1990
1811,RVSN USSR,Russia,61.52401,105.318756,1990
1812,Arianespace,France,46.227638,2.213749,1990
1813,CASC,China,35.86166,104.195397,1990
1814,RVSN USSR,Russia,61.52401,105.318756,1990
1815,Martin Marietta,USA,37.09024,-95.712891,1990
1816,RVSN USSR,Russia,61.52401,105.318756,1990
1817,RVSN USSR,Russia,61.52401,105.318756,1990
1818,Boeing,USA,37.09024,-95.712891,1990
1819,Martin Marietta,USA,37.09024,-95.712891,1990
1820,Boeing,USA,37.09024,-95.712891,1990
1821,RVSN USSR,Kazakhstan,48.019573,66.923684,1990
1822,RVSN USSR,Russia,61.52401,105.318756,1990
1823,RVSN USSR,Russia,61.52401,105.318756,1990
1824,RVSN USSR,Russia,61.52401,105.318756,1990
1825,NASA,USA,37.09024,-95.712891,1990
1826,RVSN USSR,Russia,61.52401,105.318756,1990
1827,Boeing,USA,37.09024,-95.712891,1990
1828,Lockheed,USA,37.09024,-95.712891,1990
1829,CASC,China,35.86166,104.195397,1990
1830,RVSN USSR,Russia,61.52401,105.318756,1990
1831,Northrop,USA,37.09024,-95.712891,1990
1832,IAI,Israel,31.046051,34.851612,1990
1833,RVSN USSR,Russia,61.52401,105.318756,1990
1834,Boeing,USA,37.09024,-95.712891,1990
1835,RVSN USSR,Russia,61.52401,105.318756,1990
1836,RVSN USSR,Kazakhstan,48.019573,66.923684,1990
1837,Martin Marietta,USA,37.09024,-95.712891,1990
1838,NASA,USA,37.09024,-95.712891,1990
1839,RVSN USSR,Russia,61.52401,105.318756,1990
1840,RVSN USSR,Russia,61.52401,105.318756,1990
1841,Arianespace,France,46.227638,2.213749,1990
1842,Boeing,USA,37.09024,-95.712891,1990
1843,MHI,Japan,36.204824,138.252924,1990
1844,MHI,Japan,36.204824,138.252924,1990
1845,RVSN USSR,Russia,61.52401,105.318756,1990
1846,CASC,China,35.86166,104.195397,1990
1847,Boeing,USA,37.09024,-95.712891,1990
1848,RVSN USSR,Russia,61.52401,105.318756,1990
1849,Boeing,USA,37.09024,-95.712891,1990
1850,ISAS,Japan,36.204824,138.252924,1990
1851,RVSN USSR,Russia,61.52401,105.318756,1990
1852,Arianespace,France,46.227638,2.213749,1990
1853,RVSN USSR,Russia,61.52401,105.318756,1990
1854,NASA,USA,37.09024,-95.712891,1990
1855,Martin Marietta,USA,37.09024,-95.712891,1990
1856,RVSN USSR,Russia,61.52401,105.318756,1989
1857,Boeing,USA,37.09024,-95.712891,1989
1858,RVSN USSR,Russia,61.52401,105.318756,1989
1859,RVSN USSR,Kazakhstan,48.019573,66.923684,1989
1860,RVSN USSR,Russia,61.52401,105.318756,1989
1861,NASA,USA,37.09024,-95.712891,1989
1862,Arianespace,France,46.227638,2.213749,1989
1863,RVSN USSR,Russia,61.52401,105.318756,1989
1864,NASA,USA,37.09024,-95.712891,1989
1865,RVSN USSR,Russia,61.52401,105.318756,1989
1866,RVSN USSR,Kazakhstan,48.019573,66.923684,1989
1867,RVSN USSR,Russia,61.52401,105.318756,1989
1868,General Dynamics,USA,37.09024,-95.712891,1989
1869,RVSN USSR,Russia,61.52401,105.318756,1989
1870,Martin Marietta,USA,37.09024,-95.712891,1989
1871,MHI,Japan,36.204824,138.252924,1989
1872,Martin Marietta,USA,37.09024,-95.712891,1989
1873,RVSN USSR,Russia,61.52401,105.318756,1989
1874,Boeing,USA,37.09024,-95.712891,1989
1875,Boeing,USA,37.09024,-95.712891,1989
1876,Arianespace,France,46.227638,2.213749,1989
1877,NASA,USA,37.09024,-95.712891,1989
1878,RVSN USSR,Russia,61.52401,105.318756,1989
1879,RVSN USSR,Kazakhstan,48.019573,66.923684,1989
1880,Arianespace,France,46.227638,2.213749,1989
1881,RVSN USSR,Russia,61.52401,105.318756,1989
1882,Martin Marietta,USA,37.09024,-95.712891,1989
1883,RVSN USSR,Russia,61.52401,105.318756,1989
1884,Boeing,USA,37.09024,-95.712891,1989
1885,RVSN USSR,Russia,61.52401,105.318756,1989
1886,RVSN USSR,Russia,61.52401,105.318756,1989
1887,RVSN USSR,Russia,61.52401,105.318756,1989
1888,Arianespace,France,46.227638,2.213749,1989
1889,ISRO,India,20.593684,78.96288,1989
1890,Martin Marietta,USA,37.09024,-95.712891,1989
1891,NASA,USA,37.09024,-95.712891,1989
1892,RVSN USSR,Russia,61.52401,105.318756,1989
1893,Arianespace,France,46.227638,2.213749,1989
1894,Douglas,USA,37.09024,-95.712891,1989
1895,RVSN USSR,Russia,61.52401,105.318756,1989
1896,NASA,USA,37.09024,-95.712891,1989
1897,Arianespace,France,46.227638,2.213749,1989
1898,RVSN USSR,Russia,61.52401,105.318756,1989
1899,RVSN USSR,Russia,61.52401,105.318756,1989
1900,RVSN USSR,Russia,61.52401,105.318756,1989
1901,ISAS,Japan,36.204824,138.252924,1989
1902,RVSN USSR,Kazakhstan,48.019573,66.923684,1989
1903,RVSN USSR,Russia,61.52401,105.318756,1989
1904,Boeing,USA,37.09024,-95.712891,1989
1905,RVSN USSR,Russia,61.52401,105.318756,1989
1906,RVSN USSR,Russia,61.52401,105.318756,1989
1907,Arianespace,France,46.227638,2.213749,1989
1908,RVSN USSR,Russia,61.52401,105.318756,1988
1909,RVSN USSR,Russia,61.52401,105.318756,1988
1910,RVSN USSR,Russia,61.52401,105.318756,1988
1911,CASC,China,35.86166,104.195397,1988
1912,Arianespace,France,46.227638,2.213749,1988
1913,NASA,USA,37.09024,-95.712891,1988
1914,RVSN USSR,Kazakhstan,48.019573,66.923684,1988
1915,RVSN USSR,Kazakhstan,48.019573,66.923684,1988
1916,RVSN USSR,Kazakhstan,48.019573,66.923684,1988
1917,Martin Marietta,USA,37.09024,-95.712891,1988
1918,Arianespace,France,46.227638,2.213749,1988
1919,RVSN USSR,Russia,61.52401,105.318756,1988
1920,RVSN USSR,Russia,61.52401,105.318756,1988
1921,RVSN USSR,Russia,61.52401,105.318756,1988
1922,NASA,USA,37.09024,-95.712891,1988
1923,RVSN USSR,Russia,61.52401,105.318756,1988
1924,General Dynamics,USA,37.09024,-95.712891,1988
1925,IAI,Israel,31.046051,34.851612,1988
1926,MHI,Japan,36.204824,138.252924,1988
1927,Arianespace,France,46.227638,2.213749,1988
1928,CASC,China,35.86166,104.195397,1988
1929,Martin Marietta,USA,37.09024,-95.712891,1988
1930,Martin Marietta,USA,37.09024,-95.712891,1988
1931,RVSN USSR,Russia,61.52401,105.318756,1988
1932,CASC,China,35.86166,104.195397,1988
1933,ISRO,India,20.593684,78.96288,1988
1934,RVSN USSR,Russia,61.52401,105.318756,1988
1935,RVSN USSR,Russia,61.52401,105.318756,1988
1936,Arianespace,France,46.227638,2.213749,1988
1937,RVSN USSR,Russia,61.52401,105.318756,1988
1938,RVSN USSR,Russia,61.52401,105.318756,1988
1939,RVSN USSR,Russia,61.52401,105.318756,1988
1940,RVSN USSR,Russia,61.52401,105.318756,1988
1941,RVSN USSR,Russia,61.52401,105.318756,1988
1942,ESA,France,46.227638,2.213749,1988
1943,RVSN USSR,Russia,61.52401,105.318756,1988
1944,RVSN USSR,Russia,61.52401,105.318756,1988
1945,RVSN USSR,Russia,61.52401,105.318756,1988
1946,RVSN USSR,Kazakhstan,48.019573,66.923684,1988
1947,RVSN USSR,Russia,61.52401,105.318756,1988
1948,Arianespace,France,46.227638,2.213749,1988
1949,RVSN USSR,Kazakhstan,48.019573,66.923684,1988
1950,RVSN USSR,Kazakhstan,48.019573,66.923684,1988
1951,RVSN USSR,Russia,61.52401,105.318756,1988
1952,ASI,Kenya,-0.023559,37.906193,1988
1953,RVSN USSR,Russia,61.52401,105.318756,1988
1954,RVSN USSR,Russia,61.52401,105.318756,1988
1955,RVSN USSR,Kazakhstan,48.019573,66.923684,1988
1956,RVSN USSR,Russia,61.52401,105.318756,1988
1957,RVSN USSR,Kazakhstan,48.019573,66.923684,1988
1958,Arianespace,France,46.227638,2.213749,1988
1959,RVSN USSR,Kazakhstan,48.019573,66.923684,1988
1960,RVSN USSR,Russia,61.52401,105.318756,1988
1961,CASC,China,35.86166,104.195397,1988
1962,RVSN USSR,Russia,61.52401,105.318756,1988
1963,MHI,Japan,36.204824,138.252924,1988
1964,General Dynamics,USA,37.09024,-95.712891,1988
1965,RVSN USSR,Russia,61.52401,105.318756,1988
1966,RVSN USSR,Russia,61.52401,105.318756,1988
1967,RVSN USSR,Russia,61.52401,105.318756,1987
1968,RVSN USSR,Russia,61.52401,105.318756,1987
1969,RVSN USSR,Russia,61.52401,105.318756,1987
1970,RVSN USSR,Russia,61.52401,105.318756,1987
1971,RVSN USSR,Kazakhstan,48.019573,66.923684,1987
1972,RVSN USSR,Russia,61.52401,105.318756,1987
1973,Martin Marietta,USA,37.09024,-95.712891,1987
1974,Arianespace,France,46.227638,2.213749,1987
1975,Martin Marietta,USA,37.09024,-95.712891,1987
1976,RVSN USSR,Russia,61.52401,105.318756,1987
1977,RVSN USSR,Russia,61.52401,105.318756,1987
1978,RVSN USSR,Kazakhstan,48.019573,66.923684,1987
1979,Arianespace,France,46.227638,2.213749,1987
1980,CASC,China,35.86166,104.195397,1987
1981,RVSN USSR,Russia,61.52401,105.318756,1987
1982,RVSN USSR,Kazakhstan,48.019573,66.923684,1987
1983,RVSN USSR,Russia,61.52401,105.318756,1987
1984,MHI,Japan,36.204824,138.252924,1987
1985,RVSN USSR,Russia,61.52401,105.318756,1987
1986,CASC,China,35.86166,104.195397,1987
1987,RVSN USSR,Kazakhstan,48.019573,66.923684,1987
1988,RVSN USSR,Russia,61.52401,105.318756,1987
1989,RVSN USSR,Russia,61.52401,105.318756,1987
1990,RVSN USSR,Kazakhstan,48.019573,66.923684,1987
1991,RVSN USSR,Russia,61.52401,105.318756,1987
1992,RVSN USSR,Russia,61.52401,105.318756,1987
1993,RVSN USSR,Russia,61.52401,105.318756,1987
1994,General Dynamics,USA,37.09024,-95.712891,1987
1995,RVSN USSR,Kazakhstan,48.019573,66.923684,1987
1996,RVSN USSR,Russia,61.52401,105.318756,1987
1997,RVSN USSR,Russia,61.52401,105.318756,1987
1998,RVSN USSR,Russia,61.52401,105.318756,1987
1999,RVSN USSR,Russia,61.52401,105.318756,1987
2000,RVSN USSR,Kazakhstan,48.019573,66.923684,1987
2001,General Dynamics,USA,37.09024,-95.712891,1987
2002,RVSN USSR,Kazakhstan,48.019573,66.923684,1987
2003,RVSN USSR,Russia,61.52401,105.318756,1987
2004,RVSN USSR,Kazakhstan,48.019573,66.923684,1987
2005,General Dynamics,USA,37.09024,-95.712891,1987
2006,ISRO,India,20.593684,78.96288,1987
2007,RVSN USSR,Kazakhstan,48.019573,66.923684,1987
2008,RVSN USSR,Russia,61.52401,105.318756,1987
2009,RVSN USSR,Russia,61.52401,105.318756,1987
2010,RVSN USSR,Russia,61.52401,105.318756,1987
2011,MHI,Japan,36.204824,138.252924,1987
2012,RVSN USSR,Russia,61.52401,105.318756,1987
2013,RVSN USSR,Kazakhstan,48.019573,66.923684,1987
2014,Martin Marietta,USA,37.09024,-95.712891,1987
2015,ISAS,Japan,36.204824,138.252924,1987
2016,RVSN USSR,Kazakhstan,48.019573,66.923684,1987
2017,RVSN USSR,Russia,61.52401,105.318756,1987
2018,RVSN USSR,Russia,61.52401,105.318756,1987
2019,RVSN USSR,Russia,61.52401,105.318756,1987
2020,RVSN USSR,Russia,61.52401,105.318756,1987
2021,RVSN USSR,Russia,61.52401,105.318756,1987
2022,RVSN USSR,Russia,61.52401,105.318756,1987
2023,RVSN USSR,Russia,61.52401,105.318756,1986
2024,RVSN USSR,Russia,61.52401,105.318756,1986
2025,RVSN USSR,Russia,61.52401,105.318756,1986
2026,RVSN USSR,Russia,61.52401,105.318756,1986
2027,RVSN USSR,Russia,61.52401,105.318756,1986
2028,RVSN USSR,Russia,61.52401,105.318756,1986
2029,General Dynamics,USA,37.09024,-95.712891,1986
2030,RVSN USSR,Russia,61.52401,105.318756,1986
2031,RVSN USSR,Russia,61.52401,105.318756,1986
2032,RVSN USSR,Russia,61.52401,105.318756,1986
2033,RVSN USSR,Russia,61.52401,105.318756,1986
2034,RVSN USSR,Russia,61.52401,105.318756,1986
2035,RVSN USSR,Russia,61.52401,105.318756,1986
2036,RVSN USSR,Russia,61.52401,105.318756,1986
2037,RVSN USSR,Kazakhstan,48.019573,66.923684,1986
2038,RVSN USSR,Russia,61.52401,105.318756,1986
2039,RVSN USSR,Russia,61.52401,105.318756,1986
2040,RVSN USSR,Russia,61.52401,105.318756,1986
2041,CASC,China,35.86166,104.195397,1986
2042,RVSN USSR,Russia,61.52401,105.318756,1986
2043,RVSN USSR,Russia,61.52401,105.318756,1986
2044,General Dynamics,USA,37.09024,-95.712891,1986
2045,RVSN USSR,Russia,61.52401,105.318756,1986
2046,RVSN USSR,Russia,61.52401,105.318756,1986
2047,RVSN USSR,Russia,61.52401,105.318756,1986
2048,RVSN USSR,Russia,61.52401,105.318756,1986
2049,RVSN USSR,Kazakhstan,48.019573,66.923684,1986
2050,MHI,Japan,36.204824,138.252924,1986
2051,RVSN USSR,Kazakhstan,48.019573,66.923684,1986
2052,RVSN USSR,Russia,61.52401,105.318756,1986
2053,RVSN USSR,Kazakhstan,48.019573,66.923684,1986
2054,RVSN USSR,Russia,61.52401,105.318756,1986
2055,RVSN USSR,Russia,61.52401,105.318756,1986
2056,RVSN USSR,Russia,61.52401,105.318756,1986
2057,RVSN USSR,Russia,61.52401,105.318756,1986
2058,RVSN USSR,Russia,61.52401,105.318756,1986
2059,RVSN USSR,Russia,61.52401,105.318756,1986
2060,RVSN USSR,Russia,61.52401,105.318756,1986
2061,Arianespace,France,46.227638,2.213749,1986
2062,RVSN USSR,Russia,61.52401,105.318756,1986
2063,RVSN USSR,Russia,61.52401,105.318756,1986
2064,RVSN USSR,Russia,61.52401,105.318756,1986
2065,RVSN USSR,Russia,61.52401,105.318756,1986
2066,Martin Marietta,USA,37.09024,-95.712891,1986
2067,RVSN USSR,Russia,61.52401,105.318756,1986
2068,Arianespace,France,46.227638,2.213749,1986
2069,RVSN USSR,Kazakhstan,48.019573,66.923684,1986
2070,RVSN USSR,Kazakhstan,48.019573,66.923684,1986
2071,RVSN USSR,Kazakhstan,48.019573,66.923684,1986
2072,Arianespace,France,46.227638,2.213749,1986
2073,RVSN USSR,Russia,61.52401,105.318756,1986
2074,MHI,Japan,36.204824,138.252924,1986
2075,RVSN USSR,Russia,61.52401,105.318756,1986
2076,General Dynamics,USA,37.09024,-95.712891,1986
2077,RVSN USSR,Russia,61.52401,105.318756,1986
2078,CASC,China,35.86166,104.195397,1986
2079,NASA,USA,37.09024,-95.712891,1986
2080,RVSN USSR,Russia,61.52401,105.318756,1986
2081,RVSN USSR,Russia,61.52401,105.318756,1986
2082,RVSN USSR,Russia,61.52401,105.318756,1986
2083,NASA,USA,37.09024,-95.712891,1986
2084,RVSN USSR,Russia,61.52401,105.318756,1986
2085,RVSN USSR,Kazakhstan,48.019573,66.923684,1985
2086,RVSN USSR,Russia,61.52401,105.318756,1985
2087,RVSN USSR,Russia,61.52401,105.318756,1985
2088,RVSN USSR,Russia,61.52401,105.318756,1985
2089,RVSN USSR,Russia,61.52401,105.318756,1985
2090,RVSN USSR,Russia,61.52401,105.318756,1985
2091,NASA,USA,37.09024,-95.712891,1985
2092,RVSN USSR,Russia,61.52401,105.318756,1985
2093,RVSN USSR,Russia,61.52401,105.318756,1985
2094,NASA,USA,37.09024,-95.712891,1985
2095,RVSN USSR,Russia,61.52401,105.318756,1985
2096,RVSN USSR,Russia,61.52401,105.318756,1985
2097,RVSN USSR,Russia,61.52401,105.318756,1985
2098,RVSN USSR,Kazakhstan,48.019573,66.923684,1985
2099,RVSN USSR,Russia,61.52401,105.318756,1985
2100,RVSN USSR,Kazakhstan,48.019573,66.923684,1985
2101,CASC,China,35.86166,104.195397,1985
2102,RVSN USSR,Russia,61.52401,105.318756,1985
2103,General Dynamics,USA,37.09024,-95.712891,1985
2104,NASA,USA,37.09024,-95.712891,1985
2105,RVSN USSR,Russia,61.52401,105.318756,1985
2106,RVSN USSR,Kazakhstan,48.019573,66.923684,1985
2107,RVSN USSR,Russia,61.52401,105.318756,1985
2108,RVSN USSR,Russia,61.52401,105.318756,1985
2109,General Dynamics,USA,37.09024,-95.712891,1985
2110,RVSN USSR,Russia,61.52401,105.318756,1985
2111,RVSN USSR,Kazakhstan,48.019573,66.923684,1985
2112,Arianespace,France,46.227638,2.213749,1985
2113,RVSN USSR,Russia,61.52401,105.318756,1985
2114,Martin Marietta,USA,37.09024,-95.712891,1985
2115,NASA,USA,37.09024,-95.712891,1985
2116,RVSN USSR,Kazakhstan,48.019573,66.923684,1985
2117,RVSN USSR,Russia,61.52401,105.318756,1985
2118,ISAS,Japan,36.204824,138.252924,1985
2119,RVSN USSR,Russia,61.52401,105.318756,1985
2120,RVSN USSR,Kazakhstan,48.019573,66.923684,1985
2121,NASA,USA,37.09024,-95.712891,1985
2122,RVSN USSR,Russia,61.52401,105.318756,1985
2123,RVSN USSR,Russia,61.52401,105.318756,1985
2124,Arianespace,France,46.227638,2.213749,1985
2125,General Dynamics,USA,37.09024,-95.712891,1985
2126,RVSN USSR,Kazakhstan,48.019573,66.923684,1985
2127,RVSN USSR,Russia,61.52401,105.318756,1985
2128,RVSN USSR,Russia,61.52401,105.318756,1985
2129,NASA,USA,37.09024,-95.712891,1985
2130,RVSN USSR,Russia,61.52401,105.318756,1985
2131,RVSN USSR,Russia,61.52401,105.318756,1985
2132,RVSN USSR,Russia,61.52401,105.318756,1985
2133,RVSN USSR,Russia,61.52401,105.318756,1985
