ID,Organisation,Country,Latitude,Longitude,Year
2258,RVSN USSR,Kazakhstan,48.019573,66.923684,1983
2259,RVSN USSR,Russia,61.52401,105.318756,1983
2260,Martin Marietta,USA,37.09024,-95.712891,1983
2261,NASA,USA,37.09024,-95.712891,1983
2262,ESA,France,46.227638,2.213749,1983
2263,General Dynamics,USA,37.09024,-95.712891,1983
2264,RVSN USSR,Russia,61.52401,105.318756,1983
2265,RVSN USSR,Russia,61.52401,105.318756,1983
2266,General Dynamics,USA,37.09024,-95.712891,1983
2267,RVSN USSR,Russia,61.52401,105.318756,1983
2268,RVSN USSR,Kazakhstan,48.019573,66.923684,1983
2269,RVSN USSR,Russia,61.52401,105.318756,1983
2270,RVSN USSR,Russia,61.52401,105.318756,1983
2271,RVSN USSR,Russia,61.52401,105.318756,1983
2272,RVSN USSR,Russia,61.52401,105.318756,1983
2273,RVSN USSR,Russia,61.52401,105.318756,1983
2274,US Air Force,USA,37.09024,-95.712891,1983
2275,ISRO,India,20.593684,78.96288,1983
2276,RVSN USSR,Russia,61.52401,105.318756,1983
2277,RVSN USSR,Russia,61.52401,105.318756,1983
2278,NASA,USA,37.09024,-95.712891,1983
2279,RVSN USSR,Kazakhstan,48.019573,66.923684,1983
2280,RVSN USSR,Russia,61.52401,105.318756,1983
2281,General Dynamics,USA,37.09024,-95.712891,1983
2282,RVSN USSR,Russia,61.52401,105.318756,1983
2283,RVSN USSR,Russia,61.52401,105.318756,1983
2284,RVSN USSR,Russia,61.52401,105.318756,1983
2285,RVSN USSR,Russia,61.52401,105.318756,1983
2286,ISAS,Japan,36.204824,138.252924,1983
2287,RVSN USSR,Russia,61.52401,105.318756,1983
2288,General Dynamics,USA,37.09024,-95.712891,1983
2289,MHI,Japan,36.204824,138.252924,1983
2290,RVSN USSR,Russia,61.52401,105.318756,1983
2291,RVSN USSR,Russia,61.52401,105.318756,1983
2292,RVSN USSR,Russia,61.52401,105.318756,1983
2293,RVSN USSR,Russia,61.52401,105.318756,1983
2294,RVSN USSR,Russia,61.52401,105.318756,1982
2295,General Dynamics,USA,37.09024,-95.712891,1982
2296,RVSN USSR,Russia,61.52401,105.318756,1982
2297,RVSN USSR,Kazakhstan,48.019573,66.923684,1982
2298,RVSN USSR,Russia,61.52401,105.318756,1982
2299,Martin Marietta,USA,37.09024,-95.712891,1982
2300,NASA,USA,37.09024,-95.712891,1982
2301,RVSN USSR,Russia,61.52401,105.318756,1982
2302,Martin Marietta,USA,37.09024,-95.712891,1982
2303,RVSN USSR,Russia,61.52401,105.318756,1982
2304,RVSN USSR,Russia,61.52401,105.318756,1982
2305,General Dynamics,USA,37.09024,-95.712891,1982
2306,RVSN USSR,Russia,61.52401,105.318756,1982
2307,RVSN USSR,Russia,61.52401,105.318756,1982
2308,RVSN USSR,Russia,61.52401,105.318756,1982
2309,CASC,China,35.86166,104.195397,1982
2310,ESA,France,46.227638,2.213749,1982
2311,RVSN USSR,Kazakhstan,48.019573,66.923684,1982
2312,MHI,Japan,36.204824,138.252924,1982
2313,RVSN USSR,Russia,61.52401,105.318756,1982
2314,RVSN USSR,Kazakhstan,48.019573,66.923684,1982
2315,RVSN USSR,Russia,61.52401,105.318756,1982
2316,RVSN USSR,Russia,61.52401,105.318756,1982
2317,RVSN USSR,Kazakhstan,48.019573,66.923684,1982
2318,RVSN USSR,Russia,61.52401,105.318756,1982
2319,RVSN USSR,Kazakhstan,48.019573,66.923684,1982
2320,RVSN USSR,Russia,61.52401,105.318756,1982
2321,RVSN USSR,Russia,61.52401,105.318756,1982
2322,RVSN USSR,Russia,61.52401,105.318756,1982
2323,NASA,USA,37.09024,-95.712891,1982
2324,RVSN USSR,Russia,61.52401,105.318756,1982
2325,RVSN USSR,Russia,61.52401,105.318756,1982
2326,RVSN USSR,Kazakhstan,48.019573,66.923684,1982
2327,RVSN USSR,Russia,61.52401,105.318756,1982
2328,RVSN USSR,Russia,61.52401,105.318756,1982
2329,RVSN USSR,Russia,61.52401,105.318756,1982
2330,RVSN USSR,Kazakhstan,48.019573,66.923684,1982
2331,RVSN USSR,Russia,61.52401,105.318756,1982
2332,RVSN USSR,Russia,61.52401,105.318756,1982
2333,RVSN USSR,Russia,61.52401,105.318756,1982
2334,RVSN USSR,Kazakhstan,48.019573,66.923684,1982
2335,Martin Marietta,USA,37.09024,-95.712891,1982
2336,RVSN USSR,Russia,61.52401,105.318756,1982
2337,RVSN USSR,Russia,61.52401,105.318756,1982
2338,RVSN USSR,Kazakhstan,48.019573,66.923684,1982
2339,RVSN USSR,Russia,61.52401,105.318756,1982
2340,RVSN USSR,Russia,61.52401,105.318756,1982
2341,RVSN USSR,Russia,61.52401,105.318756,1982
2342,RVSN USSR,Russia,61.52401,105.318756,1982
2343,RVSN USSR,Russia,61.52401,105.318756,1982
2344,RVSN USSR,Russia,61.52401,105.318756,1982
2345,RVSN USSR,Russia,61.52401,105.318756,1982
2346,RVSN USSR,Russia,61.52401,105.318756,1982
2347,RVSN USSR,Russia,61.52401,105.318756,1982
2348,NASA,USA,37.09024,-95.712891,1982
2349,Martin Marietta,USA,37.09024,-95.712891,1982
2350,General Dynamics,USA,37.09024,-95.712891,1982
2351,RVSN USSR,Russia,61.52401,105.318756,1982
2352,RVSN USSR,Russia,61.52401,105.318756,1982
2353,RVSN USSR,Russia,61.52401,105.318756,1982
2354,RVSN USSR,Russia,61.52401,105.318756,1982
2355,RVSN USSR,Russia,61.52401,105.318756,1982
2356,RVSN USSR,Kazakhstan,48.019573,66.923684,1982
2357,RVSN USSR,Russia,61.52401,105.318756,1982
2358,US Air Force,USA,37.09024,-95.712891,1982
2359,RVSN USSR,Russia,61.52401,105.318756,1982
2360,RVSN USSR,Russia,61.52401,105.318756,1982
2361,RVSN USSR,Kazakhstan,48.019573,66.923684,1981
2362,ESA,France,46.227638,2.213749,1981
2363,General Dynamics,USA,37.09024,-95.712891,1981
2364,RVSN USSR,Russia,61.52401,105.318756,1981
2365,General Dynamics,USA,37.09024,-95.712891,1981
2366,RVSN USSR,Russia,61.52401,105.318756,1981
2367,RVSN USSR,Russia,61.52401,105.318756,1981
2368,RVSN USSR,Russia,61.52401,105.318756,1981
2369,RVSN USSR,Russia,61.52401,105.318756,1981
2370,RVSN USSR,Russia,61.52401,105.318756,1981
2371,NASA,USA,37.09024,-95.712891,1981
2372,RVSN USSR,Russia,61.52401,105.318756,1981
2373,Martin Marietta,USA,37.09024,-95.712891,1981
2374,RVSN USSR,Russia,61.52401,105.318756,1981
2375,RVSN USSR,Russia,61.52401,105.318756,1981
2376,RVSN USSR,Russia,61.52401,105.318756,1981
2377,RVSN USSR,Russia,61.52401,105.318756,1981
2378,RVSN USSR,Russia,61.52401,105.318756,1981
2379,RVSN USSR,Russia,61.52401,105.318756,1981
2380,CASC,China,35.86166,104.195397,1981
2381,RVSN USSR,Russia,61.52401,105.318756,1981
2382,RVSN USSR,Kazakhstan,48.019573,66.923684,1981
2383,RVSN USSR,Russia,61.52401,105.318756,1981
2384,Martin Marietta,USA,37.09024,-95.712891,1981
2385,RVSN USSR,Russia,61.52401,105.318756,1981
2386,RVSN USSR,Russia,61.52401,105.318756,1981
2387,RVSN USSR,Kazakhstan,48.019573,66.923684,1981
2388,RVSN USSR,Russia,61.52401,105.318756,1981
2389,MHI,Japan,36.204824,138.252924,1981
2390,RVSN USSR,Russia,61.52401,105.318756,1981
2391,RVSN USSR,Russia,61.52401,105.318756,1981
2392,General Dynamics,USA,37.09024,-95.712891,1981
2393,RVSN USSR,Kazakhstan,48.019573,66.923684,1981
2394,RVSN USSR,Russia,61.52401,105.318756,1981
2395,RVSN USSR,Kazakhstan,48.019573,66.923684,1981
2396,RVSN USSR,Russia,61.52401,105.318756,1981
2397,General Dynamics,USA,37.09024,-95.712891,1981
2398,RVSN USSR,Russia,61.52401,105.318756,1981
2399,ESA,France,46.227638,2.213749,1981
2400,RVSN USSR,Russia,61.52401,105.318756,1981
2401,RVSN USSR,Russia,61.52401,105.318756,1981
2402,ISRO,India,20.593684,78.96288,1981
2403,General Dynamics,USA,37.09024,-95.712891,1981
2404,RVSN USSR,Russia,61.52401,105.318756,1981
2405,RVSN USSR,Russia,61.52401,105.318756,1981
2406,RVSN USSR,Russia,61.52401,105.318756,1981
2407,Martin Marietta,USA,37.09024,-95.712891,1981
2408,NASA,USA,37.09024,-95.712891,1981
2409,RVSN USSR,Russia,61.52401,105.318756,1981
2410,RVSN USSR,Russia,61.52401,105.318756,1981
2411,RVSN USSR,Russia,61.52401,105.318756,1981
2412,RVSN USSR,Kazakhstan,48.019573,66.923684,1981
2413,RVSN USSR,Kazakhstan,48.019573,66.923684,1981
2414,Martin Marietta,USA,37.09024,-95.712891,1981
2415,RVSN USSR,Kazakhstan,48.019573,66.923684,1981
2416,RVSN USSR,Russia,61.52401,105.318756,1981
2417,RVSN USSR,Kazakhstan,48.019573,66.923684,1981
2418,US Air Force,USA,37.09024,-95.712891,1981
2419,General Dynamics,USA,37.09024,-95.712891,1981
2420,ISAS,Japan,36.204824,138.252924,1981
2421,RVSN USSR,Russia,61.52401,105.318756,1981
2422,RVSN USSR,Russia,61.52401,105.318756,1981
2423,MHI,Japan,36.204824,138.252924,1981
2424,RVSN USSR,Russia,61.52401,105.318756,1981
2425,RVSN USSR,Kazakhstan,48.019573,66.923684,1981
2426,RVSN USSR,Russia,61.52401,105.318756,1981
2427,RVSN USSR,Russia,61.52401,105.318756,1981
2428,RVSN USSR,Russia,61.52401,105.318756,1981
2429,RVSN USSR,Russia,61.52401,105.318756,1981
2430,RVSN USSR,Russia,61.52401,105.318756,1981
2431,RVSN USSR,Russia,61.52401,105.318756,1981
2432,RVSN USSR,Kazakhstan,48.019573,66.923684,1980
2433,RVSN USSR,Russia,61.52401,105.318756,1980
2434,Martin Marietta,USA,37.09024,-95.712891,1980
2435,RVSN USSR,Russia,61.52401,105.318756,1980
2436,General Dynamics,USA,37.09024,-95.712891,1980
2437,General Dynamics,USA,37.09024,-95.712891,1980
2438,RVSN USSR,Russia,61.52401,105.318756,1980
2439,RVSN USSR,Russia,61.52401,105.318756,1980
2440,RVSN USSR,Russia,61.52401,105.318756,1980
2441,RVSN USSR,Russia,61.52401,105.318756,1980
2442,RVSN USSR,Russia,61.52401,105.318756,1980
2443,RVSN USSR,Kazakhstan,48.019573,66.923684,1980
2444,General Dynamics,USA,37.09024,-95.712891,1980
2445,RVSN USSR,Russia,61.52401,105.318756,1980
2446,RVSN USSR,Russia,61.52401,105.318756,1980
2447,RVSN USSR,Russia,61.52401,105.318756,1980
2448,RVSN USSR,Russia,61.52401,105.318756,1980
2449,RVSN USSR,Russia,61.52401,105.318756,1980
2450,RVSN USSR,Russia,61.52401,105.318756,1980
2451,ISRO,India,20.593684,78.96288,1980
2452,RVSN USSR,Russia,61.52401,105.318756,1980
2453,RVSN USSR,Russia,61.52401,105.318756,1980
2454,RVSN USSR,Russia,61.52401,105.318756,1980
2455,RVSN USSR,Russia,61.52401,105.318756,1980
2456,Martin Marietta,USA,37.09024,-95.712891,1980
2457,RVSN USSR,Kazakhstan,48.019573,66.923684,1980
2458,RVSN USSR,Russia,61.52401,105.318756,1980
2459,RVSN USSR,Russia,61.52401,105.318756,1980
2460,RVSN USSR,Russia,61.52401,105.318756,1980
2461,General Dynamics,USA,37.09024,-95.712891,1980
2462,ESA,France,46.227638,2.213749,1980
2463,RVSN USSR,Russia,61.52401,105.318756,1980
2464,RVSN USSR,Russia,61.52401,105.318756,1980
2465,RVSN USSR,Kazakhstan,48.019573,66.923684,1980
2466,General Dynamics,USA,37.09024,-95.712891,1980
2467,RVSN USSR,Russia,61.52401,105.318756,1980
2468,RVSN USSR,Kazakhstan,48.019573,66.923684,1980
2469,RVSN USSR,Russia,61.52401,105.318756,1980
2470,RVSN USSR,Russia,61.52401,105.318756,1980
2471,RVSN USSR,Russia,61.52401,105.318756,1980
2472,RVSN USSR,Russia,61.52401,105.318756,1980
2473,RVSN USSR,Kazakhstan,48.019573,66.923684,1980
2474,General Dynamics,USA,37.09024,-95.712891,1980
2475,MHI,Japan,36.204824,138.252924,1980
2476,ISAS,Japan,36.204824,138.252924,1980
2477,RVSN USSR,Russia,61.52401,105.318756,1980
2478,RVSN USSR,Russia,61.52401,105.318756,1980
2479,General Dynamics,USA,37.09024,-95.712891,1980
2480,Martin Marietta,USA,37.09024,-95.712891,1980
2481,RVSN USSR,Russia,61.52401,105.318756,1980
2482,RVSN USSR,Russia,61.52401,105.318756,1980
2483,RVSN USSR,Russia,61.52401,105.318756,1980
2484,General Dynamics,USA,37.09024,-95.712891,1980
2485,RVSN USSR,Russia,61.52401,105.318756,1980
2486,RVSN USSR,Russia,61.52401,105.318756,1980
2487,ESA,France,46.227638,2.213749,1979
2488,RVSN USSR,Russia,61.52401,105.318756,1979
2489,RVSN USSR,Russia,61.52401,105.318756,1979
2490,Martin Marietta,USA,37.09024,-95.712891,1979
2491,RVSN USSR,Russia,61.52401,105.318756,1979
2492,RVSN USSR,Russia,61.52401,105.318756,1979
2493,RVSN USSR,Russia,61.52401,105.318756,1979
2494,RVSN USSR,Russia,61.52401,105.318756,1979
2495,RVSN USSR,Russia,61.52401,105.318756,1979
2496,RVSN USSR,Russia,61.52401,105.318756,1979
2497,Martin Marietta,USA,37.09024,-95.712891,1979
2498,RVSN USSR,Russia,61.52401,105.318756,1979
2499,General Dynamics,USA,37.09024,-95.712891,1979
2500,RVSN USSR,Russia,61.52401,105.318756,1979
2501,RVSN USSR,Russia,61.52401,105.318756,1979
2502,ISRO,India,20.593684,78.96288,1979
2503,RVSN USSR,Russia,61.52401,105.318756,1979
2504,CASC,China,35.86166,104.195397,1979
2505,RVSN USSR,Russia,61.52401,105.318756,1979
2506,RVSN USSR,Russia,61.52401,105.318756,1979
2507,RVSN USSR,Russia,61.52401,105.318756,1979
2508,RVSN USSR,Russia,61.52401,105.318756,1979
2509,RVSN USSR,Russia,61.52401,105.318756,1979
2510,General Dynamics,USA,37.09024,-95.712891,1979
2511,Martin Marietta,USA,37.09024,-95.712891,1979
2512,RVSN USSR,Russia,61.52401,105.318756,1979
2513,RVSN USSR,Russia,61.52401,105.318756,1979
2514,RVSN USSR,Russia,61.52401,105.318756,1979
2515,US Air Force,USA,37.09024,-95.712891,1979
2516,General Dynamics,USA,37.09024,-95.712891,1979
2517,RVSN USSR,Kazakhstan,48.019573,66.923684,1979
2518,RVSN USSR,Kazakhstan,48.019573,66.923684,1979
2519,RVSN USSR,Russia,61.52401,105.318756,1979
2520,RVSN USSR,Russia,61.52401,105.318756,1979
2521,RVSN USSR,Russia,61.52401,105.318756,1979
2522,RVSN USSR,Russia,61.52401,105.318756,1979
2523,RVSN USSR,Russia,61.52401,105.318756,1979
2524,Martin Marietta,USA,37.09024,-95.712891,1979
2525,RVSN USSR,Russia,61.52401,105.318756,1979
2526,RVSN USSR,Russia,61.52401,105.318756,1979
2527,RVSN USSR,Russia,61.52401,105.318756,1979
2528,General Dynamics,USA,37.09024,-95.712891,1979
2529,RVSN USSR,Russia,61.52401,105.318756,1979
2530,RVSN USSR,Russia,61.52401,105.318756,1979
2531,RVSN USSR,Russia,61.52401,105.318756,1979
2532,MHI,Japan,36.204824,138.252924,1979
2533,RVSN USSR,Kazakhstan,48.019573,66.923684,1979
2534,RVSN USSR,Russia,61.52401,105.318756,1979
2535,RVSN USSR,Russia,61.52401,105.318756,1979
2536,RVSN USSR,Russia,61.52401,105.318756,1978
2537,RVSN USSR,Russia,61.52401,105.318756,1978
2538,RVSN USSR,Russia,61.52401,105.318756,1978
2539,RVSN USSR,Russia,61.52401,105.318756,1978
2540,RVSN USSR,Russia,61.52401,105.318756,1978
2541,RVSN USSR,Russia,61.52401,105.318756,1978
2542,RVSN USSR,Russia,61.52401,105.318756,1978
2543,RVSN USSR,Russia,61.52401,105.318756,1978
2544,RVSN USSR,Russia,61.52401,105.318756,1978
2545,Martin Marietta,USA,37.09024,-95.712891,1978
2546,General Dynamics,USA,37.09024,-95.712891,1978
2547,RVSN USSR,Kazakhstan,48.019573,66.923684,1978
2548,RVSN USSR,Russia,61.52401,105.318756,1978
2549,RVSN USSR,Russia,61.52401,105.318756,1978
2550,RVSN USSR,Russia,61.52401,105.318756,1978
2551,RVSN USSR,Russia,61.52401,105.318756,1978
2552,RVSN USSR,Russia,61.52401,105.318756,1978
2553,RVSN USSR,Russia,61.52401,105.318756,1978
2554,General Dynamics,USA,37.09024,-95.712891,1978
2555,RVSN USSR,Russia,61.52401,105.318756,1978
2556,RVSN USSR,Kazakhstan,48.019573,66.923684,1978
2557,RVSN USSR,Russia,61.52401,105.318756,1978
2558,RVSN USSR,Russia,61.52401,105.318756,1978
2559,RVSN USSR,Russia,61.52401,105.318756,1978
2560,General Dynamics,USA,37.09024,-95.712891,1978
2561,RVSN USSR,Russia,61.52401,105.318756,1978
2562,RVSN USSR,Russia,61.52401,105.318756,1978
2563,General Dynamics,USA,37.09024,-95.712891,1978
2564,RVSN USSR,Russia,61.52401,105.318756,1978
2565,RVSN USSR,Russia,61.52401,105.318756,1978
2566,RVSN USSR,Russia,61.52401,105.318756,1978
2567,RVSN USSR,Russia,61.52401,105.318756,1978
2568,ISAS,Japan,36.204824,138.252924,1978
2569,RVSN USSR,Russia,61.52401,105.318756,1978
2570,RVSN USSR,Russia,61.52401,105.318756,1978
2571,RVSN USSR,Russia,61.52401,105.318756,1978
2572,RVSN USSR,Russia,61.52401,105.318756,1978
2573,General Dynamics,USA,37.09024,-95.712891,1978
2574,RVSN USSR,Russia,61.52401,105.318756,1978
2575,Martin Marietta,USA,37.09024,-95.712891,1978
2576,RVSN USSR,Russia,61.52401,105.318756,1978
2577,RVSN USSR,Russia,61.52401,105.318756,1978
2578,General Dynamics,USA,37.09024,-95.712891,1978
2579,RVSN USSR,Russia,61.52401,105.318756,1978
2580,RVSN USSR,Russia,61.52401,105.318756,1978
2581,General Dynamics,USA,37.09024,-95.712891,1978
2582,RVSN USSR,Russia,61.52401,105.318756,1978
2583,Martin Marietta,USA,37.09024,-95.712891,1978
2584,RVSN USSR,Russia,61.52401,105.318756,1978
2585,Martin Marietta,USA,37.09024,-95.712891,1978
2586,RVSN USSR,Kazakhstan,48.019573,66.923684,1978
2587,RVSN USSR,Russia,61.52401,105.318756,1978
2588,RVSN USSR,Russia,61.52401,105.318756,1978
2589,RVSN USSR,Russia,61.52401,105.318756,1978
2590,RVSN USSR,Russia,61.52401,105.318756,1978
2591,General Dynamics,USA,37.09024,-95.712891,1978
2592,RVSN USSR,Kazakhstan,48.019573,66.923684,1978
2593,RVSN USSR,Russia,61.52401,105.318756,1978
2594,RVSN USSR,Russia,61.52401,105.318756,1978
2595,General Dynamics,USA,37.09024,-95.712891,1978
2596,RVSN USSR,Russia,61.52401,105.318756,1978
2597,RVSN USSR,Russia,61.52401,105.318756,1978
2598,RVSN USSR,Russia,61.52401,105.318756,1978
2599,RVSN USSR,Russia,61.52401,105.318756,1978
2600,CASC,China,35.86166,104.195397,1978
2601,General Dynamics,USA,37.09024,-95.712891,1978
2602,RVSN USSR,Kazakhstan,48.019573,66.923684,1978
2603,General Dynamics,USA,37.09024,-95.712891,1978
2604,RVSN USSR,Russia,61.52401,105.318756,1978
2605,RVSN USSR,Kazakhstan,48.019573,66.923684,1978
2606,RVSN USSR,Russia,61.52401,105.318756,1978
2607,Martin Marietta,USA,37.09024,-95.712891,1978
2608,RVSN USSR,Russia,61.52401,105.318756,1978
2609,Martin Marietta,USA,37.09024,-95.712891,1978
2610,RVSN USSR,Russia,61.52401,105.318756,1978
2611,RVSN USSR,Russia,61.52401,105.318756,1978
2612,RVSN USSR,Kazakhstan,48.019573,66.923684,1978
2613,RVSN USSR,Russia,61.52401,105.318756,1978
2614,RVSN USSR,Russia,61.52401,105.318756,1978
2615,Martin Marietta,USA,37.09024,-95.712891,1978
2616,General Dynamics,USA,37.09024,-95.712891,1978
2617,RVSN USSR,Russia,61.52401,105.318756,1978
2618,MHI,Japan,36.204824,138.252924,1978
2619,RVSN USSR,Kazakhstan,48.019573,66.923684,1978
2620,General Dynamics,USA,37.09024,-95.712891,1978
2621,RVSN USSR,Russia,61.52401,105.318756,1978
2622,ISAS,Japan,36.204824,138.252924,1978
2623,RVSN USSR,Russia,61.52401,105.318756,1978
2624,CASC,China,35.86166,104.195397,1978
2625,RVSN USSR,Kazakhstan,48.019573,66.923684,1978
2626,RVSN USSR,Russia,61.52401,105.318756,1978
2627,RVSN USSR,Russia,61.52401,105.318756,1978
2628,RVSN USSR,Russia,61.52401,105.318756,1978
2629,RVSN USSR,Russia,61.52401,105.318756,1978
2630,RVSN USSR,Russia,61.52401,105.318756,1978
2631,General Dynamics,USA,37.09024,-95.712891,1978
2632,RVSN USSR,Russia,61.52401,105.318756,1978
2633,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2634,RVSN USSR,Russia,61.52401,105.318756,1977
2635,RVSN USSR,Russia,61.52401,105.318756,1977
2636,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2637,RVSN USSR,Russia,61.52401,105.318756,1977
2638,RVSN USSR,Russia,61.52401,105.318756,1977
2639,RVSN USSR,Russia,61.52401,105.318756,1977
2640,RVSN USSR,Russia,61.52401,105.318756,1977
2641,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2642,General Dynamics,USA,37.09024,-95.712891,1977
2643,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2644,General Dynamics,USA,37.09024,-95.712891,1977
2645,RVSN USSR,Russia,61.52401,105.318756,1977
2646,RVSN USSR,Russia,61.52401,105.318756,1977
2647,RVSN USSR,Russia,61.52401,105.318756,1977
2648,RVSN USSR,Russia,61.52401,105.318756,1977
2649,RVSN USSR,Russia,61.52401,105.318756,1977
2650,RVSN USSR,Russia,61.52401,105.318756,1977
2651,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2652,RVSN USSR,Russia,61.52401,105.318756,1977
2653,RVSN USSR,Russia,61.52401,105.318756,1977
2654,RVSN USSR,Russia,61.52401,105.318756,1977
2655,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2656,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2657,General Dynamics,USA,37.09024,-95.712891,1977
2658,RVSN USSR,Russia,61.52401,105.318756,1977
2659,RVSN USSR,Russia,61.52401,105.318756,1977
2660,US Air Force,USA,37.09024,-95.712891,1977
2661,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2662,RVSN USSR,Russia,61.52401,105.318756,1977
2663,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2664,RVSN USSR,Russia,61.52401,105.318756,1977
2665,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2666,CASC,China,35.86166,104.195397,1977
2667,RVSN USSR,Russia,61.52401,105.318756,1977
2668,RVSN USSR,Russia,61.52401,105.318756,1977
2669,RVSN USSR,Russia,61.52401,105.318756,1977
2670,Martin Marietta,USA,37.09024,-95.712891,1977
2671,RVSN USSR,Russia,61.52401,105.318756,1977
2672,RVSN USSR,Russia,61.52401,105.318756,1977
2673,RVSN USSR,Russia,61.52401,105.318756,1977
2674,RVSN USSR,Russia,61.52401,105.318756,1977
2675,RVSN USSR,Russia,61.52401,105.318756,1977
2676,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2677,Martin Marietta,USA,37.09024,-95.712891,1977
2678,General Dynamics,USA,37.09024,-95.712891,1977
2679,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2680,RVSN USSR,Russia,61.52401,105.318756,1977
2681,RVSN USSR,Russia,61.52401,105.318756,1977
2682,RVSN USSR,Russia,61.52401,105.318756,1977
2683,RVSN USSR,Russia,61.52401,105.318756,1977
2684,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2685,RVSN USSR,Russia,61.52401,105.318756,1977
2686,RVSN USSR,Russia,61.52401,105.318756,1977
2687,RVSN USSR,Russia,61.52401,105.318756,1977
2688,RVSN USSR,Russia,61.52401,105.318756,1977
2689,RVSN USSR,Russia,61.52401,105.318756,1977
2690,RVSN USSR,Russia,61.52401,105.318756,1977
2691,RVSN USSR,Russia,61.52401,105.318756,1977
2692,RVSN USSR,Russia,61.52401,105.318756,1977
2693,RVSN USSR,Russia,61.52401,105.318756,1977
2694,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2695,Martin Marietta,USA,37.09024,-95.712891,1977
2696,RVSN USSR,Russia,61.52401,105.318756,1977
2697,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2698,General Dynamics,USA,37.09024,-95.712891,1977
2699,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2700,RVSN USSR,Russia,61.52401,105.318756,1977
2701,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2702,RVSN USSR,Russia,61.52401,105.318756,1977
2703,RVSN USSR,Russia,61.52401,105.318756,1977
2704,RVSN USSR,Russia,61.52401,105.318756,1977
2705,RVSN USSR,Russia,61.52401,105.318756,1977
2706,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2707,RVSN USSR,Russia,61.52401,105.318756,1977
2708,General Dynamics,USA,37.09024,-95.712891,1977
2709,RVSN USSR,Russia,61.52401,105.318756,1977
2710,RVSN USSR,Russia,61.52401,105.318756,1977
2711,General Dynamics,USA,37.09024,-95.712891,1977
2712,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2713,RVSN USSR,Russia,61.52401,105.318756,1977
2714,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2715,Martin Marietta,USA,37.09024,-95.712891,1977
2716,RVSN USSR,Russia,61.52401,105.318756,1977
2717,RVSN USSR,Russia,61.52401,105.318756,1977
2718,RVSN USSR,Russia,61.52401,105.318756,1977
2719,RVSN USSR,Russia,61.52401,105.318756,1977
2720,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2721,RVSN USSR,Russia,61.52401,105.318756,1977
2722,RVSN USSR,Russia,61.52401,105.318756,1977
2723,RVSN USSR,Russia,61.52401,105.318756,1977
2724,RVSN USSR,Russia,61.52401,105.318756,1977
2725,RVSN USSR,Russia,61.52401,105.318756,1977
2726,RVSN USSR,Russia,61.52401,105.318756,1977
2727,RVSN USSR,Russia,61.52401,105.318756,1977
2728,RVSN USSR,Russia,61.52401,105.318756,1977
2729,US Air Force,USA,37.09024,-95.712891,1977
2730,RVSN USSR,Russia,61.52401,105.318756,1977
2731,RVSN USSR,Russia,61.52401,105.318756,1977
2732,RVSN USSR,Russia,61.52401,105.318756,1977
2733,MHI,Japan,36.204824,138.252924,1977
2734,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2735,RVSN USSR,Russia,61.52401,105.318756,1977
2736,ISAS,Japan,36.204824,138.252924,1977
2737,RVSN USSR,Russia,61.52401,105.318756,1977
2738,RVSN USSR,Russia,61.52401,105.318756,1977
2739,RVSN USSR,Russia,61.52401,105.318756,1977
2740,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2741,Martin Marietta,USA,37.09024,-95.712891,1977
2742,RVSN USSR,Russia,61.52401,105.318756,1977
2743,RVSN USSR,Russia,61.52401,105.318756,1977
2744,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2745,RVSN USSR,Russia,61.52401,105.318756,1977
2746,RVSN USSR,Kazakhstan,48.019573,66.923684,1977
2747,RVSN USSR,Russia,61.52401,105.318756,1976
2748,RVSN USSR,Russia,61.52401,105.318756,1976
2749,RVSN USSR,Kazakhstan,48.019573,66.923684,1976
2750,Martin Marietta,USA,37.09024,-95.712891,1976
2751,RVSN USSR,Russia,61.52401,105.318756,1976
2752,RVSN USSR,Kazakhstan,48.019573,66.923684,1976
2753,RVSN USSR,Russia,61.52401,105.318756,1976
2754,RVSN USSR,Russia,61.52401,105.318756,1976
