ID,Organisation,Country,Latitude,Longitude,Year,Status Mission
2351,RVSN USSR,Russia,61.52401,105.318756,1982,Failure
2352,RVSN USSR,Russia,61.52401,105.318756,1982,Success
2353,RVSN USSR,Russia,61.52401,105.318756,1982,Success
2354,RVSN USSR,Russia,61.52401,105.318756,1982,Success
2355,RVSN USSR,Russia,61.52401,105.318756,1982,Success
2356,RVSN USSR,Kazakhstan,48.019573,66.923684,1982,Success
2357,RVSN USSR,Russia,61.52401,105.318756,1982,Success
2358,US Air Force,USA,37.09024,-95.712891,1982,Success
2359,RVSN USSR,Russia,61.52401,105.318756,1982,Success
2360,RVSN USSR,Russia,61.52401,105.318756,1982,Success
2361,RVSN USSR,Kazakhstan,48.019573,66.923684,1981,Success
2362,ESA,France,46.227638,2.213749,1981,Success
2363,General Dynamics,USA,37.09024,-95.712891,1981,Failure
2364,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2365,General Dynamics,USA,37.09024,-95.712891,1981,Success
2366,RVSN USSR,Russia,61.52401,105.318756,1981,Partial Failure
2367,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2368,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2369,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2370,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2371,NASA,USA,37.09024,-95.712891,1981,Success
2372,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2373,Martin Marietta,USA,37.09024,-95.712891,1981,Success
2374,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2375,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2376,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2377,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2378,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2379,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2380,CASC,China,35.86166,104.195397,1981,Success
2381,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2382,RVSN USSR,Kazakhstan,48.019573,66.923684,1981,Success
2383,RVSN USSR,Russia,61.52401,105.318756,1981,Partial Failure
2384,Martin Marietta,USA,37.09024,-95.712891,1981,Success
2385,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2386,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2387,RVSN USSR,Kazakhstan,48.019573,66.923684,1981,Success
2388,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2389,MHI,Japan,36.204824,138.252924,1981,Success
2390,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2391,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2392,General Dynamics,USA,37.09024,-95.712891,1981,Partial Failure
2393,RVSN USSR,Kazakhstan,48.019573,66.923684,1981,Success
2394,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2395,RVSN USSR,Kazakhstan,48.019573,66.923684,1981,Success
2396,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2397,General Dynamics,USA,37.09024,-95.712891,1981,Success
2398,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2399,ESA,France,46.227638,2.213749,1981,Success
2400,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2401,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2402,ISRO,India,20.593684,78.96288,1981,Partial Failure
2403,General Dynamics,USA,37.09024,-95.712891,1981,Success
2404,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2405,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2406,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2407,Martin Marietta,USA,37.09024,-95.712891,1981,Success
2408,NASA,USA,37.09024,-95.712891,1981,Success
2409,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2410,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2411,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2412,RVSN USSR,Kazakhstan,48.019573,66.923684,1981,Success
2413,RVSN USSR,Kazakhstan,48.019573,66.923684,1981,Success
2414,Martin Marietta,USA,37.09024,-95.712891,1981,Success
2415,RVSN USSR,Kazakhstan,48.019573,66.923684,1981,Success
2416,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2417,RVSN USSR,Kazakhstan,48.019573,66.923684,1981,Success
2418,US Air Force,USA,37.09024,-95.712891,1981,Success
2419,General Dynamics,USA,37.09024,-95.712891,1981,Success
2420,ISAS,Japan,36.204824,138.252924,1981,Success
2421,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2422,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2423,MHI,Japan,36.204824,138.252924,1981,Success
2424,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2425,RVSN USSR,Kazakhstan,48.019573,66.923684,1981,Success
2426,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2427,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2428,RVSN USSR,Russia,61.52401,105.318756,1981,Failure
2429,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2430,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2431,RVSN USSR,Russia,61.52401,105.318756,1981,Success
2432,RVSN USSR,Kazakhstan,48.019573,66.923684,1980,Success
2433,RVSN USSR,Russia,61.52401,105.318756,1980,Partial Failure
2434,Martin Marietta,USA,37.09024,-95.712891,1980,Success
2435,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2436,General Dynamics,USA,37.09024,-95.712891,1980,Failure
2437,General Dynamics,USA,37.09024,-95.712891,1980,Success
2438,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2439,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2440,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2441,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2442,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2443,RVSN USSR,Kazakhstan,48.019573,66.923684,1980,Success
2444,General Dynamics,USA,37.09024,-95.712891,1980,Success
2445,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2446,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2447,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2448,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2449,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2450,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2451,ISRO,India,20.593684,78.96288,1980,Success
2452,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2453,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2454,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2455,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2456,Martin Marietta,USA,37.09024,-95.712891,1980,Success
2457,RVSN USSR,Kazakhstan,48.019573,66.923684,1980,Success
2458,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2459,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2460,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2461,General Dynamics,USA,37.09024,-95.712891,1980,Failure
2462,ESA,France,46.227638,2.213749,1980,Failure
2463,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2464,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2465,RVSN USSR,Kazakhstan,48.019573,66.923684,1980,Success
2466,General Dynamics,USA,37.09024,-95.712891,1980,Success
2467,RVSN USSR,Russia,61.52401,105.318756,1980,Partial Failure
2468,RVSN USSR,Kazakhstan,48.019573,66.923684,1980,Success
2469,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2470,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2471,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2472,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2473,RVSN USSR,Kazakhstan,48.019573,66.923684,1980,Success
2474,General Dynamics,USA,37.09024,-95.712891,1980,Success
2475,MHI,Japan,36.204824,138.252924,1980,Success
2476,ISAS,Japan,36.204824,138.252924,1980,Success
2477,RVSN USSR,Russia,61.52401,105.318756,1980,Partial Failure
2478,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2479,General Dynamics,USA,37.09024,-95.712891,1980,Success
2480,Martin Marietta,USA,37.09024,-95.712891,1980,Success
2481,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2482,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2483,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2484,General Dynamics,USA,37.09024,-95.712891,1980,Success
2485,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2486,RVSN USSR,Russia,61.52401,105.318756,1980,Success
2487,ESA,France,46.227638,2.213749,1979,Success
2488,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2489,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2490,Martin Marietta,USA,37.09024,-95.712891,1979,Success
2491,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2492,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2493,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2494,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2495,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2496,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2497,Martin Marietta,USA,37.09024,-95.712891,1979,Success
2498,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2499,General Dynamics,USA,37.09024,-95.712891,1979,Success
2500,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2501,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2502,ISRO,India,20.593684,78.96288,1979,Failure
2503,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2504,CASC,China,35.86166,104.195397,1979,Failure
2505,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2506,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2507,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2508,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2509,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2510,General Dynamics,USA,37.09024,-95.712891,1979,Success
2511,Martin Marietta,USA,37.09024,-95.712891,1979,Success
2512,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2513,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2514,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2515,US Air Force,USA,37.09024,-95.712891,1979,Success
2516,General Dynamics,USA,37.09024,-95.712891,1979,Success
2517,RVSN USSR,Kazakhstan,48.019573,66.923684,1979,Success
2518,RVSN USSR,Kazakhstan,48.019573,66.923684,1979,Success
2519,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2520,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2521,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2522,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2523,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2524,Martin Marietta,USA,37.09024,-95.712891,1979,Success
2525,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2526,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2527,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2528,General Dynamics,USA,37.09024,-95.712891,1979,Success
2529,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2530,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2531,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2532,MHI,Japan,36.204824,138.252924,1979,Partial Failure
2533,RVSN USSR,Kazakhstan,48.019573,66.923684,1979,Success
2534,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2535,RVSN USSR,Russia,61.52401,105.318756,1979,Success
2536,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2537,RVSN USSR,Russia,61.52401,105.318756,1978,Partial Failure
2538,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2539,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2540,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2541,RVSN USSR,Russia,61.52401,105.318756,1978,Partial Failure
2542,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2543,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2544,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2545,Martin Marietta,USA,37.09024,-95.712891,1978,Success
2546,General Dynamics,USA,37.09024,-95.712891,1978,Success
2547,RVSN USSR,Kazakhstan,48.019573,66.923684,1978,Success
2548,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2549,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2550,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2551,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2552,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2553,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2554,General Dynamics,USA,37.09024,-95.712891,1978,Success
2555,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2556,RVSN USSR,Kazakhstan,48.019573,66.923684,1978,Success
2557,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2558,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2559,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2560,General Dynamics,USA,37.09024,-95.712891,1978,Success
2561,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2562,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2563,General Dynamics,USA,37.09024,-95.712891,1978,Success
2564,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2565,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2566,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2567,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2568,ISAS,Japan,36.204824,138.252924,1978,Success
2569,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2570,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2571,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2572,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2573,General Dynamics,USA,37.09024,-95.712891,1978,Success
2574,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2575,Martin Marietta,USA,37.09024,-95.712891,1978,Success
2576,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2577,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2578,General Dynamics,USA,37.09024,-95.712891,1978,Success
2579,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2580,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2581,General Dynamics,USA,37.09024,-95.712891,1978,Success
2582,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2583,Martin Marietta,USA,37.09024,-95.712891,1978,Success
2584,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2585,Martin Marietta,USA,37.09024,-95.712891,1978,Success
2586,RVSN USSR,Kazakhstan,48.019573,66.923684,1978,Success
2587,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2588,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2589,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2590,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2591,General Dynamics,USA,37.09024,-95.712891,1978,Success
2592,RVSN USSR,Kazakhstan,48.019573,66.923684,1978,Success
2593,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2594,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2595,General Dynamics,USA,37.09024,-95.712891,1978,Success
2596,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2597,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2598,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2599,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2600,CASC,China,35.86166,104.195397,1978,Success
2601,General Dynamics,USA,37.09024,-95.712891,1978,Success
2602,RVSN USSR,Kazakhstan,48.019573,66.923684,1978,Success
2603,General Dynamics,USA,37.09024,-95.712891,1978,Success
2604,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2605,RVSN USSR,Kazakhstan,48.019573,66.923684,1978,Success
2606,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2607,Martin Marietta,USA,37.09024,-95.712891,1978,Failure
2608,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2609,Martin Marietta,USA,37.09024,-95.712891,1978,Success
2610,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2611,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2612,RVSN USSR,Kazakhstan,48.019573,66.923684,1978,Success
2613,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2614,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2615,Martin Marietta,USA,37.09024,-95.712891,1978,Success
2616,General Dynamics,USA,37.09024,-95.712891,1978,Success
2617,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2618,MHI,Japan,36.204824,138.252924,1978,Success
2619,RVSN USSR,Kazakhstan,48.019573,66.923684,1978,Success
2620,General Dynamics,USA,37.09024,-95.712891,1978,Success
2621,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2622,ISAS,Japan,36.204824,138.252924,1978,Success
2623,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2624,CASC,China,35.86166,104.195397,1978,Success
2625,RVSN USSR,Kazakhstan,48.019573,66.923684,1978,Success
2626,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2627,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2628,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2629,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2630,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2631,General Dynamics,USA,37.09024,-95.712891,1978,Success
2632,RVSN USSR,Russia,61.52401,105.318756,1978,Success
2633,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2634,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2635,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2636,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2637,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2638,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2639,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2640,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2641,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2642,General Dynamics,USA,37.09024,-95.712891,1977,Success
2643,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2644,General Dynamics,USA,37.09024,-95.712891,1977,Success
2645,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2646,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2647,RVSN USSR,Russia,61.52401,105.318756,1977,Failure
2648,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2649,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2650,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2651,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2652,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2653,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2654,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2655,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2656,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2657,General Dynamics,USA,37.09024,-95.712891,1977,Failure
2658,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2659,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2660,US Air Force,USA,37.09024,-95.712891,1977,Success
2661,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2662,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2663,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2664,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2665,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2666,CASC,China,35.86166,104.195397,1977,Success
2667,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2668,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2669,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2670,Martin Marietta,USA,37.09024,-95.712891,1977,Success
2671,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2672,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2673,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2674,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2675,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2676,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2677,Martin Marietta,USA,37.09024,-95.712891,1977,Success
2678,General Dynamics,USA,37.09024,-95.712891,1977,Success
2679,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Failure
2680,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2681,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2682,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2683,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2684,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2685,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2686,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2687,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2688,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2689,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2690,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2691,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2692,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2693,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2694,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2695,Martin Marietta,USA,37.09024,-95.712891,1977,Success
2696,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2697,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2698,General Dynamics,USA,37.09024,-95.712891,1977,Success
2699,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2700,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2701,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2702,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2703,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2704,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2705,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2706,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2707,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2708,General Dynamics,USA,37.09024,-95.712891,1977,Success
2709,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2710,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2711,General Dynamics,USA,37.09024,-95.712891,1977,Success
2712,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2713,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2714,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2715,Martin Marietta,USA,37.09024,-95.712891,1977,Success
2716,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2717,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2718,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2719,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2720,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2721,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2722,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2723,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2724,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2725,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2726,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2727,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2728,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2729,US Air Force,USA,37.09024,-95.712891,1977,Success
2730,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2731,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2732,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2733,MHI,Japan,36.204824,138.252924,1977,Success
2734,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Failure
2735,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2736,ISAS,Japan,36.204824,138.252924,1977,Success
2737,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2738,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2739,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2740,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2741,Martin Marietta,USA,37.09024,-95.712891,1977,Success
2742,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2743,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2744,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2745,RVSN USSR,Russia,61.52401,105.318756,1977,Success
2746,RVSN USSR,Kazakhstan,48.019573,66.923684,1977,Success
2747,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2748,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2749,RVSN USSR,Kazakhstan,48.019573,66.923684,1976,Success
2750,Martin Marietta,USA,37.09024,-95.712891,1976,Success
2751,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2752,RVSN USSR,Kazakhstan,48.019573,66.923684,1976,Success
2753,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2754,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2755,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2756,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2757,CASC,China,35.86166,104.195397,1976,Success
2758,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2759,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2760,RVSN USSR,Kazakhstan,48.019573,66.923684,1976,Success
2761,RVSN USSR,Kazakhstan,48.019573,66.923684,1976,Success
2762,RVSN USSR,Kazakhstan,48.019573,66.923684,1976,Success
2763,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2764,RVSN USSR,Kazakhstan,48.019573,66.923684,1976,Success
2765,CASC,China,35.86166,104.195397,1976,Failure
2766,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2767,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2768,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2769,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2770,RVSN USSR,Kazakhstan,48.019573,66.923684,1976,Success
2771,RVSN USSR,Kazakhstan,48.019573,66.923684,1976,Success
2772,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2773,RVSN USSR,Kazakhstan,48.019573,66.923684,1976,Success
2774,RVSN USSR,Kazakhstan,48.019573,66.923684,1976,Success
2775,RVSN USSR,Russia,61.52401,105.318756,1976,Failure
2776,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2777,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2778,RVSN USSR,Kazakhstan,48.019573,66.923684,1976,Success
2779,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2780,US Air Force,USA,37.09024,-95.712891,1976,Success
2781,RVSN USSR,Kazakhstan,48.019573,66.923684,1976,Success
2782,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2783,RVSN USSR,Russia,61.52401,105.318756,1976,Partial Failure
2784,CASC,China,35.86166,104.195397,1976,Success
2785,RVSN USSR,Kazakhstan,48.019573,66.923684,1976,Success
2786,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2787,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2788,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2789,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2790,Martin Marietta,USA,37.09024,-95.712891,1976,Success
2791,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2792,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2793,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2794,RVSN USSR,Russia,61.52401,105.318756,1976,Success
2795,RVSN USSR,Kazakhstan,48.019573,66.923684,1976,Success
