ID,Organisation,Location,Detail,Rocket_Status,Price(USDbillion),Mission_Status,New_Date,Year,Months,Country,Latitude,Longitude
3705,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2A | Cosmos 198,StatusRetired,,Success,12/27/1967,1967,December,Kazakhstan,48.019573,66.923684
3706,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 197,StatusRetired,,Success,12/26/1967,1967,December,Russia,61.52401,105.318756
3707,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63S1) | Cosmos 196,StatusRetired,,Success,12/19/1967,1967,December,Russia,61.52401,105.318756
3708,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 195,StatusRetired,,Success,12/16/1967,1967,December,Russia,61.52401,105.318756
3709,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 5000,StatusRetired,$59.00 ,Success,12/5/1967,1967,December,USA,37.09024,-95.712891
3710,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 194,StatusRetired,,Success,12/3/1967,1967,December,Russia,61.52401,105.318756
3711,AMBA,"LA-5B, RAAF Woomera Range Complex, Australia",Redstone Sparta | WRESAT,StatusRetired,,Success,11/29/1967,1967,November,Australia,-25.274398,133.775136
3712,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 193,StatusRetired,,Success,11/25/1967,1967,November,Russia,61.52401,105.318756
3713,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 192,StatusRetired,,Success,11/23/1967,1967,November,Russia,61.52401,105.318756
3714,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Proton K/Block D | Zond,StatusRetired,,Failure,11/22/1967,1967,November,Kazakhstan,48.019573,66.923684
3715,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 191,StatusRetired,,Success,11/21/1967,1967,November,Russia,61.52401,105.318756
3716,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Saturn V | Apollo 4,StatusRetired,"$1,160.00 ",Success,11/9/1967,1967,November,USA,37.09024,-95.712891
3717,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas-SLV3C Centaur-D | Surveyor 6,StatusRetired,,Success,11/7/1967,1967,November,USA,37.09024,-95.712891
3718,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",Atlas-SLV3 Agena-D | ATS-3,StatusRetired,,Success,11/5/1967,1967,November,USA,37.09024,-95.712891
3719,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 190,StatusRetired,,Success,11/3/1967,1967,November,Russia,61.52401,105.318756
3720,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 189,StatusRetired,,Success,10/30/1967,1967,October,Russia,61.52401,105.318756
3721,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Soyuz | Cosmos 188,StatusRetired,,Success,10/30/1967,1967,October,Kazakhstan,48.019573,66.923684
3722,RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan",Tsyklon | Cosmos 187,StatusRetired,,Success,10/28/1967,1967,October,Kazakhstan,48.019573,66.923684
3723,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz | Cosmos 186,StatusRetired,,Success,10/27/1967,1967,October,Kazakhstan,48.019573,66.923684
3724,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2A | Cosmos 185,StatusRetired,,Success,10/27/1967,1967,October,Kazakhstan,48.019573,66.923684
3725,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 4995,StatusRetired,$59.00 ,Success,10/25/1967,1967,October,USA,37.09024,-95.712891
3726,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 184,StatusRetired,,Success,10/24/1967,1967,October,Russia,61.52401,105.318756
3727,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya | Molniya-1 n†­12,StatusRetired,,Success,10/22/1967,1967,October,Kazakhstan,48.019573,66.923684
3728,RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan",Tsyklon | Cosmos 183,StatusRetired,,Success,10/18/1967,1967,October,Kazakhstan,48.019573,66.923684
3729,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 182,StatusRetired,,Success,10/16/1967,1967,October,Kazakhstan,48.019573,66.923684
3730,OKB-586,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Cosmos-3 (11K65) | VKZ,StatusRetired,,Success,10/12/1967,1967,October,Kazakhstan,48.019573,66.923684
3731,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 181,StatusRetired,,Success,10/11/1967,1967,October,Russia,61.52401,105.318756
3732,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya | Molniya-1 n†­9,StatusRetired,,Success,10/3/1967,1967,October,Kazakhstan,48.019573,66.923684
3733,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Proton K/Block D | Zond,StatusRetired,,Failure,9/27/1967,1967,September,Kazakhstan,48.019573,66.923684
3734,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Zaliv #2,StatusRetired,,Failure,9/27/1967,1967,September,Russia,61.52401,105.318756
3735,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 180,StatusRetired,,Success,9/26/1967,1967,September,Russia,61.52401,105.318756
3736,RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan",Tsyklon | Cosmos 179,StatusRetired,,Success,9/22/1967,1967,September,Kazakhstan,48.019573,66.923684
3737,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 4941,StatusRetired,$59.00 ,Success,9/19/1967,1967,September,USA,37.09024,-95.712891
3738,RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan",Tsyklon | Cosmos 178,StatusRetired,,Success,9/19/1967,1967,September,Kazakhstan,48.019573,66.923684
3739,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 177,StatusRetired,,Success,9/16/1967,1967,September,Kazakhstan,48.019573,66.923684
3740,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 176,StatusRetired,,Success,9/12/1967,1967,September,Russia,61.52401,105.318756
3741,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 175,StatusRetired,,Success,9/11/1967,1967,September,Russia,61.52401,105.318756
3742,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas-SLV3C Centaur-D | Surveyor 5,StatusRetired,,Success,9/8/1967,1967,September,USA,37.09024,-95.712891
3743,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Zenit-2 n†­51,StatusRetired,,Failure,9/1/1967,1967,September,Russia,61.52401,105.318756
3744,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya | Cosmos 174,StatusRetired,,Success,8/31/1967,1967,August,Kazakhstan,48.019573,66.923684
3745,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 173,StatusRetired,,Success,8/24/1967,1967,August,Russia,61.52401,105.318756
3746,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 4866,StatusRetired,$59.00 ,Success,8/16/1967,1967,August,USA,37.09024,-95.712891
3747,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 172,StatusRetired,,Success,8/9/1967,1967,August,Kazakhstan,48.019573,66.923684
3748,RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan",Tsyklon | Cosmos 171,StatusRetired,,Success,8/8/1967,1967,August,Kazakhstan,48.019573,66.923684
3749,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",Atlas-SLV3 Agena-D | Lunar Orbiter 5,StatusRetired,,Success,8/1/1967,1967,August,USA,37.09024,-95.712891
3750,RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan",Tsyklon | Cosmos 170,StatusRetired,,Success,7/31/1967,1967,July,Kazakhstan,48.019573,66.923684
3751,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",Atlas-D OV1 | OV1-11/OV1-12/OV1-86,StatusRetired,,Partial Failure,7/27/1967,1967,July,USA,37.09024,-95.712891
3752,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Zenit-4 n†­32,StatusRetired,,Failure,7/21/1967,1967,July,Kazakhstan,48.019573,66.923684
3753,RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan",Tsyklon | Cosmos 169,StatusRetired,,Success,7/17/1967,1967,July,Kazakhstan,48.019573,66.923684
3754,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas-LV3C Centaur-D | Surveyor 4,StatusRetired,,Success,7/14/1967,1967,July,USA,37.09024,-95.712891
3755,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 168,StatusRetired,,Success,7/4/1967,1967,July,Kazakhstan,48.019573,66.923684
3756,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Titan IIIC | OPS 9331-9334, LES-5 & DODGE",StatusRetired,,Success,7/1/1967,1967,July,USA,37.09024,-95.712891
3757,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Tselina-OM #1,StatusRetired,,Failure,6/26/1967,1967,June,Russia,61.52401,105.318756
3758,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 4282,StatusRetired,$59.00 ,Partial Failure,6/20/1967,1967,June,USA,37.09024,-95.712891
3759,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Zenit-4 n†­31,StatusRetired,,Failure,6/20/1967,1967,June,Russia,61.52401,105.318756
3760,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block VL | Cosmos 167,StatusRetired,,Partial Failure,6/17/1967,1967,June,Kazakhstan,48.019573,66.923684
3761,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 166,StatusRetired,,Success,6/16/1967,1967,June,Russia,61.52401,105.318756
3762,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",Atlas-SLV3 Agena-D | Mariner 5,StatusRetired,,Success,6/14/1967,1967,June,USA,37.09024,-95.712891
3763,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 165,StatusRetired,,Success,6/12/1967,1967,June,Russia,61.52401,105.318756
3764,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block VL | Venera 4,StatusRetired,,Success,6/12/1967,1967,June,Kazakhstan,48.019573,66.923684
3765,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 164,StatusRetired,,Success,6/8/1967,1967,June,Russia,61.52401,105.318756
3766,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 163,StatusRetired,,Success,6/5/1967,1967,June,Russia,61.52401,105.318756
3767,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",Atlas-SLV3 Agena-D | KH-7 Gambit 4038,StatusRetired,,Success,6/4/1967,1967,June,USA,37.09024,-95.712891
3768,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 162,StatusRetired,,Success,6/1/1967,1967,June,Kazakhstan,48.019573,66.923684
3769,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya | Molniya-1 n†­8,StatusRetired,,Success,5/24/1967,1967,May,Kazakhstan,48.019573,66.923684
3770,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",Atlas-SLV3 Agena-D | KH-7 Gambit 4037,StatusRetired,,Success,5/22/1967,1967,May,USA,37.09024,-95.712891
3771,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 161,StatusRetired,,Success,5/22/1967,1967,May,Russia,61.52401,105.318756
3772,RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan",Tsyklon | Cosmos 160,StatusRetired,,Success,5/17/1967,1967,May,Kazakhstan,48.019573,66.923684
3773,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block L | Cosmos 159,StatusRetired,,Partial Failure,5/16/1967,1967,May,Kazakhstan,48.019573,66.923684
3774,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 158,StatusRetired,,Success,5/15/1967,1967,May,Russia,61.52401,105.318756
3775,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Vostok-2 | Cosmos 157,StatusRetired,,Success,5/12/1967,1967,May,Kazakhstan,48.019573,66.923684
3776,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",Atlas-SLV3 Agena-D | Lunar Orbiter 4,StatusRetired,,Success,5/4/1967,1967,May,USA,37.09024,-95.712891
3777,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Titan IIIC | OPS-6638, OPS-6679, ORS-4, OV5-1, OV5-3",StatusRetired,,Success,4/28/1967,1967,April,USA,37.09024,-95.712891
3778,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 156,StatusRetired,,Success,4/27/1967,1967,April,Russia,61.52401,105.318756
3779,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 4243,StatusRetired,$59.00 ,Failure,4/26/1967,1967,April,USA,37.09024,-95.712891
3780,ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",Scout B | San Marco 2,StatusRetired,,Success,4/26/1967,1967,April,Kenya,-0.023559,37.906193
3781,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Soyuz | Soyuz 1,StatusRetired,,Success,4/23/1967,1967,April,Kazakhstan,48.019573,66.923684
3782,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas-LV3C Centaur-D | Surveyor 3,StatusRetired,,Success,4/17/1967,1967,April,USA,37.09024,-95.712891
3783,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 155,StatusRetired,,Success,4/12/1967,1967,April,Kazakhstan,48.019573,66.923684
3784,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Proton K/Block D | Cosmos 154,StatusRetired,,Partial Failure,4/8/1967,1967,April,Kazakhstan,48.019573,66.923684
3785,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",Atlas-SLV3 Agena-D | ATS-2,StatusRetired,,Partial Failure,4/6/1967,1967,April,USA,37.09024,-95.712891
3786,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Vostok-2 | Cosmos 153,StatusRetired,,Success,4/4/1967,1967,April,Russia,61.52401,105.318756
3787,UT,"Uchinoura Space Center, Japan",Lambda-IV S | Osumi,StatusRetired,,Failure,4/3/1967,1967,April,Japan,36.204824,138.252924
3788,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 152,StatusRetired,,Success,3/25/1967,1967,March,Russia,61.52401,105.318756
3789,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Cosmos-3 (11K65) | Cosmos 151,StatusRetired,,Success,3/24/1967,1967,March,Kazakhstan,48.019573,66.923684
3790,RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan",Tsyklon | OGTch 3,StatusRetired,,Failure,3/22/1967,1967,March,Kazakhstan,48.019573,66.923684
3791,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 150,StatusRetired,,Success,3/22/1967,1967,March,Russia,61.52401,105.318756
3792,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 149,StatusRetired,,Success,3/21/1967,1967,March,Russia,61.52401,105.318756
3793,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 148,StatusRetired,,Success,3/16/1967,1967,March,Russia,61.52401,105.318756
3794,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Vostok-2 | Cosmos 147,StatusRetired,,Success,3/13/1967,1967,March,Russia,61.52401,105.318756
3795,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Proton K/Block D | Cosmos 146,StatusRetired,,Success,3/10/1967,1967,March,Kazakhstan,48.019573,66.923684
3796,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 145,StatusRetired,,Success,3/3/1967,1967,March,Russia,61.52401,105.318756
3797,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 144,StatusRetired,,Success,2/28/1967,1967,February,Russia,61.52401,105.318756
3798,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Vostok-2 | Cosmos 143,StatusRetired,,Partial Failure,2/27/1967,1967,February,Kazakhstan,48.019573,66.923684
3799,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 4204,StatusRetired,$59.00 ,Success,2/24/1967,1967,February,USA,37.09024,-95.712891
3800,Arm??e de l'Air,"Brigitte, Hammaguir, Algeria, France",Diamant A | Diad?ªme 2,StatusRetired,,Success,2/15/1967,1967,February,France,46.227638,2.213749
3801,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 142,StatusRetired,,Success,2/14/1967,1967,February,Russia,61.52401,105.318756
3802,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 141,StatusRetired,,Success,2/8/1967,1967,February,Russia,61.52401,105.318756
3803,Arm??e de l'Air,"Brigitte, Hammaguir, Algeria, France",Diamant A | Diad?ªme 1,StatusRetired,,Partial Failure,2/8/1967,1967,February,France,46.227638,2.213749
3804,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Soyuz | Cosmos 140,StatusRetired,,Success,2/7/1967,1967,February,Kazakhstan,48.019573,66.923684
3805,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",Atlas-SLV3 Agena-D | Lunar Orbiter 3,StatusRetired,,Success,2/5/1967,1967,February,USA,37.09024,-95.712891
3806,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",Atlas-SLV3 Agena-D | KH-7 Gambit 4036,StatusRetired,,Success,2/2/1967,1967,February,USA,37.09024,-95.712891
3807,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",Saturn IB | Apollo 1,StatusRetired,,Failure,1/27/1967,1967,January,USA,37.09024,-95.712891
3808,RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan",Tsyklon | Cosmos 139,StatusRetired,,Success,1/25/1967,1967,January,Kazakhstan,48.019573,66.923684
3809,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Vostok-2 | Cosmos 138,StatusRetired,,Success,1/19/1967,1967,January,Russia,61.52401,105.318756
3810,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",Titan IIIC | OPS 9321-9328,StatusRetired,,Success,1/18/1967,1967,January,USA,37.09024,-95.712891
3811,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63S1) | Cosmos 137,StatusRetired,,Success,12/21/1966,1966,December,Russia,61.52401,105.318756
3812,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block L | Luna 13,StatusRetired,,Success,12/21/1966,1966,December,Kazakhstan,48.019573,66.923684
3813,UT,"Uchinoura Space Center, Japan",Lambda-IV S | Osumi,StatusRetired,,Failure,12/20/1966,1966,December,Japan,36.204824,138.252924
3814,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Vostok-2 | Cosmos 136,StatusRetired,,Success,12/19/1966,1966,December,Russia,61.52401,105.318756
3815,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 8968,StatusRetired,$59.00 ,Success,12/14/1966,1966,December,USA,37.09024,-95.712891
3816,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz | Soyuz 7K-OK n†­1,StatusRetired,,Prelaunch Failure,12/14/1966,1966,December,Kazakhstan,48.019573,66.923684
3817,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 135,StatusRetired,,Success,12/12/1966,1966,December,Russia,61.52401,105.318756
3818,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",Atlas-D OV1 | OV1-9/OV1-10,StatusRetired,,Success,12/11/1966,1966,December,USA,37.09024,-95.712891
3819,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",Atlas-SLV3 Agena-D | ATS-1,StatusRetired,,Success,12/7/1966,1966,December,USA,37.09024,-95.712891
3820,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",Atlas-SLV3 Agena-D | KH-7 Gambit 4035,StatusRetired,,Success,12/5/1966,1966,December,USA,37.09024,-95.712891
3821,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 134,StatusRetired,,Success,12/3/1966,1966,December,Kazakhstan,48.019573,66.923684
3822,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz | Cosmos 133,StatusRetired,,Success,11/28/1966,1966,November,Kazakhstan,48.019573,66.923684
3823,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Vostok-2 | Cosmos 132,StatusRetired,,Success,11/19/1966,1966,November,Kazakhstan,48.019573,66.923684
3824,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Cosmos-3 (11K65) | Strela-2 #2,StatusRetired,,Failure,11/16/1966,1966,November,Kazakhstan,48.019573,66.923684
3825,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 131,StatusRetired,,Success,11/12/1966,1966,November,Russia,61.52401,105.318756
3826,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",Titan II GLV | Gemini XII,StatusRetired,,Success,11/11/1966,1966,November,USA,37.09024,-95.712891
3827,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",Atlas-SLV3 Agena-D | GATV 5001,StatusRetired,,Success,11/11/1966,1966,November,USA,37.09024,-95.712891
3828,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",Atlas-SLV3 Agena-D | Lunar Orbiter 2,StatusRetired,,Success,11/6/1966,1966,November,USA,37.09024,-95.712891
3829,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Titan IIIC | Gemini B, OV4-3, &  OV4-1R/T",StatusRetired,,Success,11/3/1966,1966,November,USA,37.09024,-95.712891
3830,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",Atlas-SLV3 Agena-D | KH-7 Gambit 4034,StatusRetired,,Success,11/2/1966,1966,November,USA,37.09024,-95.712891
3831,RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan",Tsyklon | OGTch 2,StatusRetired,,Partial Failure,11/2/1966,1966,November,Kazakhstan,48.019573,66.923684
3832,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas-LV3C Centaur-D | Surveyor SD-4,StatusRetired,,Success,10/26/1966,1966,October,USA,37.09024,-95.712891
3833,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block L | Luna 12,StatusRetired,,Success,10/22/1966,1966,October,Kazakhstan,48.019573,66.923684
3834,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 130,StatusRetired,,Success,10/20/1966,1966,October,Kazakhstan,48.019573,66.923684
3835,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya | Molniya-1 n†­7,StatusRetired,,Success,10/20/1966,1966,October,Kazakhstan,48.019573,66.923684
3836,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Vostok-2 | Cosmos 129,StatusRetired,,Success,10/14/1966,1966,October,Russia,61.52401,105.318756
3837,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",Atlas-SLV3 Agena-D | KH-7 Gambit 4033,StatusRetired,,Success,10/12/1966,1966,October,USA,37.09024,-95.712891
3838,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",Atlas-SLV3 Agena-D | Midas 12,StatusRetired,,Success,10/5/1966,1966,October,USA,37.09024,-95.712891
3839,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 4096,StatusRetired,$59.00 ,Success,9/28/1966,1966,September,USA,37.09024,-95.712891
3840,UT,"Uchinoura Space Center, Japan",Lambda-IV S | Osumi,StatusRetired,,Failure,9/26/1966,1966,September,Japan,36.204824,138.252924
3841,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas-LV3C Centaur-D | Surveyor 2,StatusRetired,,Success,9/20/1966,1966,September,USA,37.09024,-95.712891
