ID,Organisation,Location,Detail,Rocket_Status,Price(USDbillion),Mission_Status,New_Date,Year,Months,Country,Latitude,Longitude
2013,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Zenit-2 | Cosmos 1820,StatusRetired,,Success,2/14/1987,1987,February,Kazakhstan,48.019573,66.923684
2014,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",Titan III(34)B Agena-D | Quasar 7,StatusRetired,,Success,2/12/1987,1987,February,USA,37.09024,-95.712891
2015,ISAS,"Mu Pad, Uchinoura Space Center, Japan",Mu-III S2 | Ginga,StatusRetired,,Success,2/5/1987,1987,February,Japan,36.204824,138.252924
2016,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1818,StatusRetired,,Success,2/1/1987,1987,February,Kazakhstan,48.019573,66.923684
2017,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1816,StatusRetired,,Partial Failure,1/29/1987,1987,January,Russia,61.52401,105.318756
2018,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­129,StatusRetired,,Success,1/22/1987,1987,January,Russia,61.52401,105.318756
2019,RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Cosmos-3M (11K65M) | Cosmos 1815,StatusRetired,,Success,1/22/1987,1987,January,Russia,61.52401,105.318756
2020,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1814,StatusRetired,,Success,1/21/1987,1987,January,Russia,61.52401,105.318756
2021,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1812,StatusRetired,,Success,1/14/1987,1987,January,Russia,61.52401,105.318756
2022,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Meteor-2 n†­15,StatusRetired,,Success,1/5/1987,1987,January,Russia,61.52401,105.318756
2023,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­128,StatusRetired,,Success,12/26/1986,1986,December,Russia,61.52401,105.318756
2024,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-3MRB (65MRB) | BOR-5 Shuttle,StatusRetired,,Success,12/25/1986,1986,December,Russia,61.52401,105.318756
2025,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1809,StatusRetired,,Success,12/18/1986,1986,December,Russia,61.52401,105.318756
2026,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1808,StatusRetired,,Success,12/17/1986,1986,December,Russia,61.52401,105.318756
2027,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1806,StatusRetired,,Success,12/12/1986,1986,December,Russia,61.52401,105.318756
2028,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1805,StatusRetired,,Success,12/10/1986,1986,December,Russia,61.52401,105.318756
2029,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas-G Centaur-D1AR | FLTSATCOM-7,StatusRetired,,Success,12/5/1986,1986,December,USA,37.09024,-95.712891
2030,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1803,StatusRetired,,Success,12/2/1986,1986,December,Russia,61.52401,105.318756
2031,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1802,StatusRetired,,Success,11/24/1986,1986,November,Russia,61.52401,105.318756
2032,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1794 to 1801,StatusRetired,,Success,11/21/1986,1986,November,Russia,61.52401,105.318756
2033,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1793,StatusRetired,,Success,11/20/1986,1986,November,Russia,61.52401,105.318756
2034,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­127,StatusRetired,,Success,11/15/1986,1986,November,Russia,61.52401,105.318756
2035,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1791,StatusRetired,,Success,11/13/1986,1986,November,Russia,61.52401,105.318756
2036,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1788,StatusRetired,,Success,10/27/1986,1986,October,Russia,61.52401,105.318756
2037,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Zenit-2 | Cosmos 1786 & EPN n†­3,StatusRetired,,Success,10/22/1986,1986,October,Kazakhstan,48.019573,66.923684
2038,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­126,StatusRetired,,Success,10/20/1986,1986,October,Russia,61.52401,105.318756
2039,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1785,StatusRetired,,Success,10/15/1986,1986,October,Russia,61.52401,105.318756
2040,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1786 to 1791,StatusRetired,,Failure,10/15/1986,1986,October,Russia,61.52401,105.318756
2041,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",Long March 2C | FSW-0 No.8,StatusActive,$30.80 ,Success,10/6/1986,1986,October,China,35.86166,104.195397
2042,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1783,StatusRetired,,Partial Failure,10/3/1986,1986,October,Russia,61.52401,105.318756
2043,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1782,StatusRetired,,Success,9/30/1986,1986,September,Russia,61.52401,105.318756
2044,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",Atlas-E/F Star-37S-ISS | NOAA-G,StatusRetired,,Success,9/17/1986,1986,September,USA,37.09024,-95.712891
2045,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1777,StatusRetired,,Success,9/10/1986,1986,September,Russia,61.52401,105.318756
2046,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­125,StatusRetired,,Success,9/5/1986,1986,September,Russia,61.52401,105.318756
2047,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1776,StatusRetired,,Success,9/3/1986,1986,September,Russia,61.52401,105.318756
2048,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1774,StatusRetired,,Success,8/28/1986,1986,August,Russia,61.52401,105.318756
2049,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1771,StatusRetired,,Success,8/20/1986,1986,August,Kazakhstan,48.019573,66.923684
2050,MHI,"LA-Y1, Tanegashima Space Center, Japan","H-I (9 SO) | Fuji 1a, Jindai & Ajisai",StatusRetired,,Success,8/12/1986,1986,August,Japan,36.204824,138.252924
2051,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1769,StatusRetired,,Success,8/4/1986,1986,August,Kazakhstan,48.019573,66.923684
2052,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­124,StatusRetired,,Success,7/30/1986,1986,July,Russia,61.52401,105.318756
2053,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Zenit-2 | Cosmos 1767,StatusRetired,,Success,7/30/1986,1986,July,Kazakhstan,48.019573,66.923684
2054,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1766,StatusRetired,,Success,7/28/1986,1986,July,Russia,61.52401,105.318756
2055,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1763,StatusRetired,,Partial Failure,7/16/1986,1986,July,Russia,61.52401,105.318756
2056,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1761,StatusRetired,,Success,7/5/1986,1986,July,Russia,61.52401,105.318756
2057,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­123,StatusRetired,,Success,6/19/1986,1986,June,Russia,61.52401,105.318756
2058,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1759,StatusRetired,,Success,6/18/1986,1986,June,Russia,61.52401,105.318756
2059,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1758,StatusRetired,,Success,6/12/1986,1986,June,Russia,61.52401,105.318756
2060,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1748 to 1755,StatusRetired,,Success,6/6/1986,1986,June,Russia,61.52401,105.318756
2061,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",Ariane 2 | Intelsat-5A 14,StatusRetired,,Failure,5/31/1986,1986,May,France,46.227638,2.213749
2062,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Meteor-2 n†­14,StatusRetired,,Success,5/27/1986,1986,May,Russia,61.52401,105.318756
2063,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1745,StatusRetired,,Success,5/23/1986,1986,May,Russia,61.52401,105.318756
2064,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1743,StatusRetired,,Success,5/15/1986,1986,May,Russia,61.52401,105.318756
2065,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­122,StatusRetired,,Success,4/18/1986,1986,April,Russia,61.52401,105.318756
2066,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",Titan 34D | KH-9,StatusRetired,,Failure,4/18/1986,1986,April,USA,37.09024,-95.712891
2067,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1741,StatusRetired,,Success,4/17/1986,1986,April,Russia,61.52401,105.318756
2068,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Ariane 3 | GStar-2, Brasilsat-A2",StatusRetired,,Success,3/28/1986,1986,March,France,46.227638,2.213749
2069,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1737,StatusRetired,,Success,3/25/1986,1986,March,Kazakhstan,48.019573,66.923684
2070,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1736,StatusRetired,,Success,3/21/1986,1986,March,Kazakhstan,48.019573,66.923684
2071,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1735,StatusRetired,,Success,2/27/1986,1986,February,Kazakhstan,48.019573,66.923684
2072,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Ariane 1 | SPOT-1 & Viking,StatusRetired,,Success,2/22/1986,1986,February,France,46.227638,2.213749
2073,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1733,StatusRetired,,Success,2/19/1986,1986,February,Russia,61.52401,105.318756
2074,MHI,"LA-Y1, Tanegashima Space Center, Japan",N-II Star-37E | Yuri 2b,StatusRetired,,Success,2/12/1986,1986,February,Japan,36.204824,138.252924
2075,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1732,StatusRetired,,Success,2/11/1986,1986,February,Russia,61.52401,105.318756
2076,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",Atlas-H MSD | NOSS-8,StatusRetired,,Success,2/9/1986,1986,February,USA,37.09024,-95.712891
2077,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1729,StatusRetired,,Success,2/1/1986,1986,February,Russia,61.52401,105.318756
2078,CASC,"LC-3, Xichang Satellite Launch Center, China",Long March 3 | DFH-2A-T1,StatusRetired,,Success,2/1/1986,1986,February,China,35.86166,104.195397
2079,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Challenger | STS-51-L,StatusRetired,$450.00 ,Failure,1/28/1986,1986,January,USA,37.09024,-95.712891
2080,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1727,StatusRetired,,Success,1/23/1986,1986,January,Russia,61.52401,105.318756
2081,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1726,StatusRetired,,Success,1/17/1986,1986,January,Russia,61.52401,105.318756
2082,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1725,StatusRetired,,Success,1/16/1986,1986,January,Russia,61.52401,105.318756
2083,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Columbia | STS-61-C,StatusRetired,$450.00 ,Success,1/12/1986,1986,January,USA,37.09024,-95.712891
2084,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1716 to 1723,StatusRetired,,Success,1/9/1986,1986,January,Russia,61.52401,105.318756
2085,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Zenit-2 | Cosmos 1714,StatusRetired,,Partial Failure,12/28/1985,1985,December,Kazakhstan,48.019573,66.923684
2086,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Meteor-2 n†­13,StatusRetired,,Success,12/26/1985,1985,December,Russia,61.52401,105.318756
2087,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­121,StatusRetired,,Success,12/24/1985,1985,December,Russia,61.52401,105.318756
2088,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1709,StatusRetired,,Success,12/19/1985,1985,December,Russia,61.52401,105.318756
2089,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1707,StatusRetired,,Success,12/12/1985,1985,December,Russia,61.52401,105.318756
2090,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1704,StatusRetired,,Success,11/28/1985,1985,November,Russia,61.52401,105.318756
2091,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Atlantis | STS-61-B,StatusRetired,$450.00 ,Success,11/27/1985,1985,November,USA,37.09024,-95.712891
2092,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1703,StatusRetired,,Success,11/22/1985,1985,November,Russia,61.52401,105.318756
2093,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1701,StatusRetired,,Success,11/9/1985,1985,November,Russia,61.52401,105.318756
2094,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Challenger | STS-61-A,StatusRetired,$450.00 ,Success,11/6/1985,1985,November,USA,37.09024,-95.712891
2095,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­120,StatusRetired,,Success,10/28/1985,1985,October,Russia,61.52401,105.318756
2096,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Meteor-3 n†­1,StatusRetired,,Success,10/24/1985,1985,October,Russia,61.52401,105.318756
2097,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Parouss n†­50,StatusRetired,,Failure,10/23/1985,1985,October,Russia,61.52401,105.318756
2098,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block ML | Molniya-1 n†­119,StatusRetired,,Success,10/23/1985,1985,October,Kazakhstan,48.019573,66.923684
2099,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1698,StatusRetired,,Success,10/22/1985,1985,October,Russia,61.52401,105.318756
2100,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Zenit-2 | Cosmos 1697,StatusRetired,,Success,10/22/1985,1985,October,Kazakhstan,48.019573,66.923684
2101,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",Long March 2C | FSW-0 No.7,StatusActive,$30.80 ,Success,10/21/1985,1985,October,China,35.86166,104.195397
2102,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1690 to 1695,StatusRetired,,Success,10/9/1985,1985,October,Russia,61.52401,105.318756
2103,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",Atlas-E/F SGS-2 | GPS-11,StatusRetired,,Success,10/9/1985,1985,October,USA,37.09024,-95.712891
2104,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Atlantis | STS-51-J,StatusRetired,$450.00 ,Success,10/3/1985,1985,October,USA,37.09024,-95.712891
2105,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­118,StatusRetired,,Success,10/3/1985,1985,October,Russia,61.52401,105.318756
2106,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Vostok-2M | Cosmos 1689,StatusRetired,,Success,10/3/1985,1985,October,Kazakhstan,48.019573,66.923684
2107,RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Cosmos-3M (11K65M) | Cosmos 1688,StatusRetired,,Success,10/2/1985,1985,October,Russia,61.52401,105.318756
2108,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1687,StatusRetired,,Success,9/30/1985,1985,September,Russia,61.52401,105.318756
2109,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas-G Centaur-D1AR | Intelsat V -512,StatusRetired,,Success,9/28/1985,1985,September,USA,37.09024,-95.712891
2110,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1684,StatusRetired,,Success,9/24/1985,1985,September,Russia,61.52401,105.318756
2111,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1682,StatusRetired,,Success,9/19/1985,1985,September,Kazakhstan,48.019573,66.923684
2112,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France","Ariane 3 | ECS 3, Spacenet 3",StatusRetired,,Failure,9/12/1985,1985,September,France,46.227638,2.213749
2113,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1680,StatusRetired,,Success,9/4/1985,1985,September,Russia,61.52401,105.318756
2114,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",Titan 34D | KH-11,StatusRetired,,Failure,8/28/1985,1985,August,USA,37.09024,-95.712891
2115,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Discovery | STS-51-I,StatusRetired,$450.00 ,Success,8/27/1985,1985,August,USA,37.09024,-95.712891
2116,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1677,StatusRetired,,Success,8/23/1985,1985,August,Kazakhstan,48.019573,66.923684
2117,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­117,StatusRetired,,Success,8/22/1985,1985,August,Russia,61.52401,105.318756
2118,ISAS,"Mu Pad, Uchinoura Space Center, Japan",Mu-III S2 | Suisei,StatusRetired,,Success,8/18/1985,1985,August,Japan,36.204824,138.252924
2119,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1674,StatusRetired,,Success,8/8/1985,1985,August,Russia,61.52401,105.318756
2120,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1670,StatusRetired,,Success,8/1/1985,1985,August,Kazakhstan,48.019573,66.923684
2121,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Challenger | STS-51-F,StatusRetired,$450.00 ,Success,7/25/1985,1985,July,USA,37.09024,-95.712891
2122,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­116,StatusRetired,,Success,7/17/1985,1985,July,Russia,61.52401,105.318756
2123,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1666,StatusRetired,,Success,7/8/1985,1985,July,Russia,61.52401,105.318756
2124,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Ariane 1 | Giotto,StatusRetired,,Success,7/2/1985,1985,July,France,46.227638,2.213749
2125,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas-G Centaur-D1AR | Intelsat V -511,StatusRetired,,Success,6/30/1985,1985,June,USA,37.09024,-95.712891
2126,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Zenit-2 | EPN 03.0694 n†­2,StatusRetired,,Failure,6/21/1985,1985,June,Kazakhstan,48.019573,66.923684
2127,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1662,StatusRetired,,Success,6/19/1985,1985,June,Russia,61.52401,105.318756
2128,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1661,StatusRetired,,Success,6/18/1985,1985,June,Russia,61.52401,105.318756
2129,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Discovery | STS-51-G,StatusRetired,$450.00 ,Success,6/17/1985,1985,June,USA,37.09024,-95.712891
2130,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1660,StatusRetired,,Success,6/14/1985,1985,June,Russia,61.52401,105.318756
2131,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1675,StatusRetired,,Success,6/12/1985,1985,June,Russia,61.52401,105.318756
2132,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1658,StatusRetired,,Success,6/11/1985,1985,June,Russia,61.52401,105.318756
2133,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1655,StatusRetired,,Success,5/30/1985,1985,May,Russia,61.52401,105.318756
2134,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­115,StatusRetired,,Success,5/29/1985,1985,May,Russia,61.52401,105.318756
2135,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France","Ariane 3 | GStar-1, Telecom 1B",StatusRetired,,Success,5/8/1985,1985,May,France,46.227638,2.213749
2136,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Challenger | STS-51-B,StatusRetired,$450.00 ,Success,5/6/1985,1985,May,USA,37.09024,-95.712891
2137,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block SO-L | Prognoz n†­10,StatusRetired,,Success,4/26/1985,1985,April,Kazakhstan,48.019573,66.923684
2138,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1646,StatusRetired,,Success,4/18/1985,1985,April,Kazakhstan,48.019573,66.923684
2139,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-3MRB (65MRB) | BOR-5 Shuttle,StatusRetired,,Success,4/17/1985,1985,April,Russia,61.52401,105.318756
2140,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Zenit-2 | EPN 03.0694 n†­1,StatusRetired,,Failure,4/13/1985,1985,April,Kazakhstan,48.019573,66.923684
2141,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Discovery | STS-51-D,StatusRetired,$450.00 ,Success,4/12/1985,1985,April,USA,37.09024,-95.712891
2142,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas-G Centaur-D1AR | Intelsat V -510,StatusRetired,,Success,3/22/1985,1985,March,USA,37.09024,-95.712891
2143,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1635 to 1642,StatusRetired,,Success,3/21/1985,1985,March,Russia,61.52401,105.318756
2144,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1634,StatusRetired,,Success,3/14/1985,1985,March,Russia,61.52401,105.318756
2145,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",Atlas-E/F OIS | Geosat,StatusRetired,,Success,3/13/1985,1985,March,USA,37.09024,-95.712891
2146,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1633,StatusRetired,,Success,3/5/1985,1985,March,Russia,61.52401,105.318756
2147,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1631,StatusRetired,,Success,2/27/1985,1985,February,Russia,61.52401,105.318756
2148,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France","Ariane 3 | Arabsat-1A, Brasilsat-A1",StatusRetired,,Success,2/8/1985,1985,February,France,46.227638,2.213749
2149,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",Titan III(34)B Agena-D | Quasar 6,StatusRetired,,Success,2/8/1985,1985,February,USA,37.09024,-95.712891
2150,ISAS,"Mu Pad, Uchinoura Space Center, Japan",Mu-III S2 | Sakigake,StatusRetired,,Success,2/7/1985,1985,February,Japan,36.204824,138.252924
2151,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Meteor-2 n†­12,StatusRetired,,Success,2/6/1985,1985,February,Russia,61.52401,105.318756
2152,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1627,StatusRetired,,Success,2/1/1985,1985,February,Russia,61.52401,105.318756
2153,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Discovery | STS-51-C,StatusRetired,$450.00 ,Success,1/24/1985,1985,January,USA,37.09024,-95.712891
2154,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1626,StatusRetired,,Success,1/24/1985,1985,January,Russia,61.52401,105.318756
2155,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1625,StatusRetired,,Success,1/23/1985,1985,January,Kazakhstan,48.019573,66.923684
2156,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­114,StatusRetired,,Success,1/16/1985,1985,January,Russia,61.52401,105.318756
2157,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1624,StatusRetired,,Success,1/15/1985,1985,January,Russia,61.52401,105.318756
